resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,text_keyword,job_code_seq1,job_code_seq2,job_code_seq3,career_month,career_job_code
U01562,2020-04-02,2020-04-02,4,2015,0.0,2500.0,,재료·화학·섬유·의복,,,39,섬유;봉제;가방;의류
U06642,2015-08-15,2020-04-14,4,2014,0.0,3500.0,패션디자이너;여성복디자이너,재료·화학·섬유·의복,,,105,섬유;봉제;가방;의류
U01888,2017-01-11,2020-12-29,4,2009,1500.0,1700.0,패션인,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U07117,2015-01-15,2020-03-18,4,2006,3700.0,3500.0,기획MD;영업MD;영업사원,재료·화학·섬유·의복,,,72,섬유;봉제;가방;의류
U07120,2020-03-08,2020-05-10,4,2002,0.0,0.0,패션영업,재료·화학·섬유·의복,,,168,섬유;봉제;가방;의류
U05266,2020-01-29,2020-12-04,4,1992,5750.0,5250.0,영업;영업MD;물류;경영관리,재료·화학·섬유·의복,,,241,섬유;봉제;가방;의류
U04439,2008-02-04,2020-08-05,4,2002,0.0,4700.0,생산관리;생산;봉제;봉제;우븐;의류;의복;캐주얼;남성복;니트,경영·기획·회계·사무,재료·화학·섬유·의복,,160,섬유;봉제;가방;의류
U02503,2020-02-20,2020-02-20,4,2014,0.0,0.0,의류디자이너;남성복디자이너;스포츠웨어디자이너,재료·화학·섬유·의복,,,0,
U06077,2018-02-16,2020-04-06,4,2010,0.0,2500.0,패션,재료·화학·섬유·의복,,,60,섬유;봉제;가방;의류
U01606,2019-01-08,2020-04-05,4,2016,0.0,0.0,영업MD,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U07561,2017-09-16,2020-03-03,4,2005,0.0,3900.0,대리점관리;거래처관리;매출관리;영업관리;영업기획;영업지원;스포츠웨어;의류;매장관리,영업·판매·TM,재료·화학·섬유·의복,,120,도소매;유통;무역
U07570,2020-11-14,2020-12-14,4,2003,0.0,3100.0,VMD;디스플레이,재료·화학·섬유·의복,,,72,디자인;CAD;설계
U02022,2020-09-14,2020-10-16,4,2001,4300.0,4300.0,생산관리;오더관리;자재발주,재료·화학·섬유·의복,,,120,섬유;봉제;가방;의류
U00264,2020-09-22,2020-10-25,4,2012,0.0,2300.0,상품기획;MD,재료·화학·섬유·의복,,,31,생활용품;화장품;완구
U03011,2020-08-05,2020-08-24,4,2013,2700.0,1300.0,머천다이저;샵마스터;매장영업관리;상품기획,재료·화학·섬유·의복,,,13,섬유;봉제;가방;의류
U00896,2017-09-29,2020-06-30,4,1986,0.0,3100.0,생산에필요한인재,재료·화학·섬유·의복,,,120,섬유;봉제;가방;의류
U01510,2020-03-30,2020-09-19,4,2002,6750.0,6750.0,매장영업;전략기획;경영관리,재료·화학·섬유·의복,,,164,섬유;봉제;가방;의류
U05230,2019-10-12,2020-09-04,4,2011,0.0,0.0,영업기획;영업관리;영업지원;전략기획;패션마케팅;캐주얼;의류;섬유;국내영업,재료·화학·섬유·의복,,,8,식음료;식품가공
U07984,2012-06-23,2020-07-14,4,2007,0.0,3900.0,생산관리;원가분석;배율관리;MR,재료·화학·섬유·의복,,,93,섬유;봉제;가방;의류
U06560,2009-09-14,2020-10-27,4,2003,0.0,2300.0,불어;패션머천다이징필기합격,재료·화학·섬유·의복,,,129,섬유;봉제;가방;의류
U00861,2019-09-06,2020-05-12,4,2011,0.0,4300.0,상품기획,재료·화학·섬유·의복,,,97,섬유;봉제;가방;의류
U07286,2020-05-24,2020-05-24,4,2005,3900.0,4500.0,영업MD;PLANNING;머천다이저;영업관리,재료·화학·섬유·의복,,,64,건설;토목;건축
U00132,2017-06-21,2020-01-19,4,2001,2700.0,2500.0,결산입출고;자재;가방;의류;니트;중국무역입;통관;선적;원단관리;의복;4대보험;더존;임금관리;경리;매장관리;세무회계;연말정산;총무;OA,경영·기획·회계·사무,영업·판매·TM,,103,섬유;봉제;가방;의류
U06609,2013-11-30,2020-03-05,4,1992,4100.0,3900.0,매장영업관리,재료·화학·섬유·의복,,,192,도소매;유통;무역
U00880,2018-10-09,2020-09-09,4,2011,0.0,3300.0,스포츠웨어;골프웨어디자이너,재료·화학·섬유·의복,,,48,섬유;봉제;가방;의류
U03619,2014-01-21,2020-05-11,4,2000,3900.0,3700.0,잡화디자인;용품디자인;ACC디자인,디자인,,,110,섬유;봉제;가방;의류
U05960,2019-05-26,2020-03-22,5,2004,0.0,3700.0,바이어;상품기획;머천다이저,재료·화학·섬유·의복,,,24,자동차;운송장비;조선;항공
U04008,2020-11-13,2020-11-13,4,2002,6250.0,5750.0,상품기획;기획MD,재료·화학·섬유·의복,,,117,섬유;봉제;가방;의류
U04417,2014-09-23,2020-05-19,4,2013,0.0,3900.0,바잉MD,재료·화학·섬유·의복,,,79,섬유;봉제;가방;의류
U05072,2020-04-03,2020-05-16,5,2009,3300.0,3700.0,중국;OEM생산;마케팅,재료·화학·섬유·의복,,,55,운송;운수;통신
U00667,2012-11-21,2020-04-08,4,2004,5750.0,4900.0,골프;디자이너;패션디자이너;여성복;캐주얼;일러스트,재료·화학·섬유·의복,,,171,섬유;봉제;가방;의류
U01156,2019-09-10,2020-08-17,4,2006,0.0,2100.0,고객지원;매장영업관리;자재구매관리,재료·화학·섬유·의복,,,55,섬유;봉제;가방;의류
U00777,2019-01-15,2020-02-07,5,2010,0.0,0.0,남성복캐쥬얼전아이템경력,재료·화학·섬유·의복,,,48,섬유;봉제;가방;의류
U04036,2020-03-16,2020-05-10,4,2016,0.0,0.0,패션디자이너;여성복디자이너;아동복디자이너;캐주얼웨어디자이너,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U07197,2017-10-06,2020-07-12,4,2003,0.0,3900.0,영업기획;거래처관리;거래선개발;고객관리;국내영업;백화점영업;면세점영업;매장관리;유통영업;판매영업;할인점;화장품영업;거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;구두;가방,재료·화학·섬유·의복,,,75,도소매;유통;무역
U05599,2019-08-12,2020-11-06,4,2006,0.0,4100.0,여성복디자인;우븐디자인,디자인,,,102,디자인;CAD;설계
U07605,2013-08-25,2020-12-24,4,1997,0.0,4900.0,생산;구매;자재;구매자재;생산MD;자재관리,재료·화학·섬유·의복,,,181,섬유;봉제;가방;의류
U06249,2016-02-26,2020-06-02,4,2010,0.0,0.0,영업MD;영업관리,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U06700,2020-02-20,2020-12-17,4,2006,2500.0,2500.0,상품기획;생산MD;영업관리;생산관리;광고;기획;머천다이저;프로모션,재료·화학·섬유·의복,,,34,섬유;봉제;가방;의류
U05663,2020-05-15,2020-05-17,4,2014,0.0,0.0,상품기획;MD;영업,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U02150,2020-07-22,2020-12-29,4,1995,5250.0,6250.0,의류브랜드영업및영업관리,재료·화학·섬유·의복,,,195,섬유;봉제;가방;의류
U00804,2017-08-27,2020-03-08,4,2008,0.0,0.0,의상디자인;의류소재디자인;칼라코디;MD,재료·화학·섬유·의복,,,6,학교;학원;직원훈련(교육서비스)
U05852,2020-01-16,2020-01-16,4,1992,6250.0,6250.0,마케팅;스포츠마케팅;판매관리;매장관리,경영·기획·회계·사무,영업·판매·TM,,199,도소매;유통;무역
U03466,2013-03-03,2020-03-03,4,2003,0.0,3900.0,그래픽;텍스타일;섬유디자인;POP;룩북;디스플레이CG,재료·화학·섬유·의복,,,109,신문;서적;출판;인쇄
U00585,2020-03-10,2020-07-19,4,2007,0.0,1900.0,매장영업관리;머천다이저;상품기획,재료·화학·섬유·의복,,,33,섬유;봉제;가방;의류
U06883,2019-06-18,2020-03-24,4,2015,3300.0,2900.0,매장영업관리;영업MD,재료·화학·섬유·의복,,,34,섬유;봉제;가방;의류
U03498,2020-01-18,2020-09-21,4,2012,1900.0,1700.0,의류디자인잡화디자인,재료·화학·섬유·의복,,,6,섬유;봉제;가방;의류
U02735,2016-09-01,2020-01-10,3,2012,0.0,5250.0,골프웨어디자인;여성의류남성의류디자인;라이센스제품디자인;그래픽디자인,재료·화학·섬유·의복,,,120,디자인;CAD;설계
U01250,2020-08-19,2020-09-09,4,2012,2900.0,2300.0,영업MD매장판매관리유통,재료·화학·섬유·의복,,,0,
U03488,2020-05-06,2020-05-13,3,0,0.0,0.0,머천다이저;VMD;상품기획;트렌드조사,재료·화학·섬유·의복,,,96,금융;보험;증권
U04294,2020-01-21,2020-05-05,4,2008,0.0,0.0,영업기획;패션디자인;영업기획;디자인,영업·판매·TM,디자인,,0,
U08091,2015-10-15,2020-11-21,4,2004,2500.0,2500.0,영업;MD;구매,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U06805,2019-06-15,2020-10-25,4,2011,0.0,0.0,생산관리;MD,재료·화학·섬유·의복,,,0,도소매;유통;무역
U01866,2019-01-11,2020-12-09,4,2015,0.0,0.0,디자이너,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U05939,2009-11-26,2020-02-07,4,2000,0.0,8500.0,상품기획,재료·화학·섬유·의복,,,157,섬유;봉제;가방;의류
U05774,2011-12-13,2020-04-24,3,2008,0.0,2900.0,디스플레이VMD;홍보,재료·화학·섬유·의복,,,78,섬유;봉제;가방;의류
U00798,2020-11-15,2020-12-28,4,2016,0.0,0.0,트렌드패션홍보,재료·화학·섬유·의복,,,3,섬유;봉제;가방;의류
U02697,2014-10-08,2020-04-22,4,2008,3700.0,0.0,패션디자이너,재료·화학·섬유·의복,,,62,섬유;봉제;가방;의류
U04785,2020-04-11,2020-04-16,4,2014,0.0,0.0,마케팅;기획;영업관리;매장영업관리;샵마스터;상품기획,재료·화학·섬유·의복,,,9,섬유;봉제;가방;의류
U00912,2020-09-12,2020-09-18,4,2017,0.0,0.0,패션영업;영업,재료·화학·섬유·의복,,,0,
U06591,2020-01-17,2020-01-17,4,2014,1900.0,1900.0,MD;마케팅,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U06194,2018-06-07,2020-03-26,4,2008,0.0,0.0,상품기획,재료·화학·섬유·의복,,,12,디자인;CAD;설계
U07977,2015-04-25,2020-05-08,4,2005,3500.0,3300.0,영업관리;영업기획;무역;해외마케팅;해외영업;영업기획;해외영업;장비영업,영업·판매·TM,,,77,전기;전자;통신장비
U03157,2013-07-23,2020-07-14,4,2006,5250.0,4700.0,의류상품기획;용품상품기획,재료·화학·섬유·의복,,,89,섬유;봉제;가방;의류
U05627,2020-09-22,2020-09-28,4,2017,2300.0,1000.0,캐릭터여성복;백화점;영업;영업관리;영업지원,재료·화학·섬유·의복,,,0,
U01871,2018-10-20,2020-10-14,4,2004,4500.0,4300.0,대리점;백화점매장관리;영업기획,재료·화학·섬유·의복,,,108,도소매;유통;무역
U00497,2014-06-25,2020-04-12,4,1992,0.0,3100.0,영업;거래처;영업지원;총무;인사;회계;거래처관리;고객관리;국내영업;육상운송;인사총무;4대보험;더존,경영·기획·회계·사무,영업·판매·TM,,156,금융;보험;증권
U04852,2018-10-27,2020-04-12,4,2007,2300.0,2100.0,영업기획;매출관리;매장관리,재료·화학·섬유·의복,,,39,섬유;봉제;가방;의류
U01649,2018-05-25,2020-01-29,4,2003,3300.0,3300.0,,재료·화학·섬유·의복,,,98,섬유;봉제;가방;의류
U07362,2020-06-04,2020-07-01,4,1999,3500.0,3500.0,생산관리,재료·화학·섬유·의복,,,86,섬유;봉제;가방;의류
U06889,2020-06-28,2020-06-28,3,2005,0.0,4500.0,영업관리;영업기획;매장영업관리;MD;오프라인운영;온라인운영,재료·화학·섬유·의복,,,138,도소매;유통;무역
U08212,2016-06-26,2020-08-26,4,2009,0.0,0.0,패션디자이너,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U00801,2017-08-24,2020-10-29,5,1994,4700.0,3900.0,바이어;상품기획;MD;무역영어;바이어관리;해외영업;바이어상담;무역;영업관리;매장관리,경영·기획·회계·사무,영업·판매·TM,,122,섬유;봉제;가방;의류
U04227,2017-12-26,2020-03-24,4,2012,2700.0,2300.0,패션디자인;머천다이저;슈퍼바이저;상품기획,재료·화학·섬유·의복,,,18,신문;서적;출판;인쇄
U05766,2019-12-01,2020-05-25,4,2007,1300.0,1300.0,의상디자이너,디자인,,,24,도소매;유통;무역
U04329,2020-01-16,2020-01-16,4,0,0.0,0.0,남성복디자인;디자인;영업MD;국내영업;MD,재료·화학·섬유·의복,,,1,디자인;CAD;설계
U06411,2007-04-14,2020-02-13,4,2005,0.0,6250.0,,재료·화학·섬유·의복,,,156,섬유;봉제;가방;의류
U00219,2020-01-23,2020-01-23,4,2009,4300.0,3900.0,패션디자인;의상디자인;의류디자인,재료·화학·섬유·의복,,,107,섬유;봉제;가방;의류
U03365,2020-07-14,2020-11-04,4,2009,2100.0,0.0,경영기획;경영분석;경영전략;경영지원;기획전략;기획조사;신규사업기획;전략;전략기획;출판기획;사업기획;마케팅;마케팅기획;브랜딩;사업기획;CRM,경영·기획·회계·사무,,,0,
U06681,2018-02-26,2020-07-21,4,2009,0.0,0.0,,재료·화학·섬유·의복,,,0,
U00635,2019-05-27,2020-11-02,4,1993,0.0,10000.0,생산구매관리,재료·화학·섬유·의복,,,221,섬유;봉제;가방;의류
U02472,2016-08-08,2020-03-21,4,1999,0.0,6250.0,MD총괄기획MD;유통MD;VMD;영업,재료·화학·섬유·의복,,,242,섬유;봉제;가방;의류
U07513,2019-06-17,2020-06-02,4,2006,0.0,5250.0,상품기획;MD;팀장;머천다이저,재료·화학·섬유·의복,,,122,섬유;봉제;가방;의류
U04595,2020-07-02,2020-10-01,4,2007,0.0,4300.0,생산관리;구매관리;구매자재;자재;자재관리;생산;구매;부자재;생산관리;재고관리;자재입출고;자재통합;생산기술,경영·기획·회계·사무,,,122,전기;전자;통신장비
U04135,2018-10-09,2020-05-08,4,1999,0.0,0.0,경력디자이너,디자인,,,144,섬유;봉제;가방;의류
U06608,2008-09-24,2020-07-13,4,2002,5750.0,5750.0,패션영업;매장관리,재료·화학·섬유·의복,,,133,섬유;봉제;가방;의류
U05261,2014-01-07,2020-02-24,4,2009,0.0,3300.0,스타일디자이너,재료·화학·섬유·의복,,,84,섬유;봉제;가방;의류
U00747,2016-02-02,2020-07-15,4,2015,0.0,5750.0,디자인,재료·화학·섬유·의복,,,72,디자인;CAD;설계
U02619,2019-02-06,2020-10-09,4,2012,2300.0,0.0,상품기획,재료·화학·섬유·의복,,,0,
U05583,2018-12-23,2020-08-01,3,2001,0.0,7500.0,디자이너,재료·화학·섬유·의복,,,180,섬유;봉제;가방;의류
U02947,2013-05-28,2020-09-20,4,2000,5250.0,4700.0,마케팅;홍보,재료·화학·섬유·의복,,,108,도소매;유통;무역
U04982,2013-03-04,2020-03-28,4,2003,0.0,1700.0,4대보험;관리;급여;더존;문서수발;문서작성;복리후생;부가세;사무;엑셀;일반사무;자금;출납,경영·기획·회계·사무,,,36,건설;토목;건축
U04878,2018-10-23,2020-03-22,4,2009,5750.0,5250.0,패션디자인;의상디자인;경력디자이너;우븐디자이너,재료·화학·섬유·의복,,,112,디자인;CAD;설계
U04068,2019-07-01,2020-06-17,4,2012,0.0,0.0,MD;영업;영업관리;디자인,디자인,,,11,기타 서비스
U02010,2020-12-21,2020-12-21,4,2014,0.0,0.0,,재료·화학·섬유·의복,,,17,섬유;봉제;가방;의류
U04364,2019-10-11,2020-06-12,4,1994,0.0,3500.0,매장영업영업관리영업MD팀장,재료·화학·섬유·의복,,,159,섬유;봉제;가방;의류
U01641,2016-03-21,2020-07-10,4,2006,0.0,3900.0,매장관리;면세점영업;백화점영업;거래처관리;유통영업,재료·화학·섬유·의복,,,108,도소매;유통;무역
U01096,2020-03-12,2020-12-21,4,2013,2100.0,1500.0,머천다이저,재료·화학·섬유·의복,,,22,기타 제조
U02784,2012-10-12,2020-04-15,4,2003,3500.0,3300.0,관리;영업관리;경리;회계,재료·화학·섬유·의복,,,119,섬유;봉제;가방;의류
U03621,2014-07-28,2020-01-13,4,2008,2500.0,2100.0,패션MD;영업MD;기획MD;VMD,재료·화학·섬유·의복,,,36,쇼핑몰;전자상거래;경매
U03109,2020-01-04,2020-01-11,4,2008,3100.0,2500.0,영업;영업기획;MD;영업MD,영업·판매·TM,디자인,,40,섬유;봉제;가방;의류
U02884,2020-01-27,2020-04-20,4,2005,0.0,0.0,거래처관리;영업지원;영업관리;영업기획,영업·판매·TM,,,60,네트워크;통신;텔레콤
U07663,2018-01-12,2020-07-15,4,2008,3100.0,2700.0,VMD,재료·화학·섬유·의복,,,68,섬유;봉제;가방;의류
U00827,2019-09-22,2020-01-08,4,2006,0.0,2300.0,여성복디자인,디자인,,,26,도소매;유통;무역
U04237,2017-05-27,2020-07-27,4,2018,0.0,3100.0,패션디자이너,재료·화학·섬유·의복,,,34,섬유;봉제;가방;의류
U03807,2017-06-21,2020-01-22,4,2011,2700.0,2500.0,상품기획MD;홀세일;머천다이저;마케팅,재료·화학·섬유·의복,,,27,섬유;봉제;가방;의류
U05248,2016-02-08,2020-10-05,4,2017,3500.0,3300.0,디자인;패션;의류;여성복;골프웨어;우븐디자이너;일러스트;포토샵,재료·화학·섬유·의복,,,48,섬유;봉제;가방;의류
U00593,2020-02-20,2020-02-20,4,2014,0.0,0.0,의상디자인,재료·화학·섬유·의복,,,0,
U04545,2014-04-10,2020-07-16,4,2003,0.0,2900.0,의상;패션;디자이너;디자인;니트;티셔츠;골프;골프웨어;스웨터;쉐터;남성복;여성복,디자인,,,70,섬유;봉제;가방;의류
U04306,2013-03-03,2020-09-30,4,2005,0.0,3500.0,영업기획;영업지원;영업MD,재료·화학·섬유·의복,,,105,섬유;봉제;가방;의류
U00752,2018-10-10,2020-04-08,4,2013,3500.0,3300.0,디자이너,재료·화학·섬유·의복,,,65,섬유;봉제;가방;의류
U07059,2020-03-22,2020-03-22,4,2009,1900.0,2100.0,영업;기획MD,재료·화학·섬유·의복,,,33,전기;전자;통신장비
U03197,2020-04-29,2020-06-01,4,2011,2100.0,1900.0,디자이너,재료·화학·섬유·의복,,,1,
U04582,2019-09-15,2020-12-04,5,2007,0.0,3500.0,여성복우븐디자이너,재료·화학·섬유·의복,,,78,섬유;봉제;가방;의류
U07113,2011-06-01,2020-03-25,4,2010,0.0,3700.0,MD;영업MD;기획MD;홍보;마케팅,재료·화학·섬유·의복,,,80,섬유;봉제;가방;의류
U07237,2015-03-04,2020-04-23,4,2004,0.0,4500.0,전체아이템상품기획;포토샵;일러스트;그래픽가능,재료·화학·섬유·의복,,,123,섬유;봉제;가방;의류
U05883,2020-09-25,2020-11-06,5,2001,0.0,2300.0,상품기획;디자이너;패션정보,재료·화학·섬유·의복,,,46,섬유;봉제;가방;의류
U08471,2020-03-24,2020-04-08,4,2005,0.0,4100.0,대리점담당;대리점개설,재료·화학·섬유·의복,,,93,도소매;유통;무역
U04452,2020-01-01,2020-02-24,4,2015,0.0,0.0,MD;상품기획;디스플레이;영업관리;머천다이저;생산;기획;매장관리;피팅,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U04894,2020-08-21,2020-12-20,4,2016,0.0,0.0,상품기획;남성복;여성복;MD;디자이너,재료·화학·섬유·의복,,,0,
U08451,2019-06-20,2020-05-24,4,2011,3700.0,3300.0,상품기획;바잉MD;사입MD,재료·화학·섬유·의복,,,75,섬유;봉제;가방;의류
U00656,2016-02-04,2020-08-19,4,2003,2500.0,8500.0,,경영·기획·회계·사무,재료·화학·섬유·의복,영업·판매·TM,115,도소매;유통;무역
U02301,2014-07-27,2020-04-29,4,2001,0.0,3900.0,영업;영업관리,재료·화학·섬유·의복,,,120,섬유;봉제;가방;의류
U01784,2018-04-21,2020-12-01,4,2015,2300.0,2500.0,패션;디자인;디자이너,재료·화학·섬유·의복,,,42,디자인;CAD;설계
U06058,2013-01-18,2020-09-19,4,2004,0.0,3300.0,골프웨어MD;아웃도어스포츠머천다이져;상품기획,재료·화학·섬유·의복,,,96,섬유;봉제;가방;의류
U08443,2002-08-26,2020-04-06,5,2003,0.0,5250.0,패션디자인;텍스타일디자인;컬러리스트;상품기획,재료·화학·섬유·의복,,,157,섬유;봉제;가방;의류
U03360,2014-02-17,2020-04-01,4,2002,0.0,5250.0,영업및영업관리,재료·화학·섬유·의복,,,168,섬유;봉제;가방;의류
U01736,2020-06-27,2020-09-15,4,2010,0.0,3100.0,광고;홍보;마케팅;브랜드관리;경력,재료·화학·섬유·의복,,,51,광고;홍보
U03327,2017-09-16,2020-05-23,4,0,0.0,0.0,,재료·화학·섬유·의복,,,0,
U04337,2016-07-22,2020-09-21,5,2004,3500.0,2700.0,수입;바잉MD,재료·화학·섬유·의복,,,75,섬유;봉제;가방;의류
U04145,2011-08-26,2020-06-22,4,1996,7500.0,5750.0,우븐;니트디자인기획컨설팅,재료·화학·섬유·의복,,,180,섬유;봉제;가방;의류
U04037,2020-02-02,2020-02-02,4,2006,4700.0,4300.0,대리점및백화점영업관리,재료·화학·섬유·의복,,,269,섬유;봉제;가방;의류
U05660,2009-04-04,2020-04-04,4,2001,0.0,0.0,VMD,재료·화학·섬유·의복,,,137,섬유;봉제;가방;의류
U00043,2020-02-20,2020-03-05,4,2006,0.0,2300.0,해외영업및관리;생산;마케팅;MD;MR등패션전반분야,재료·화학·섬유·의복,,,24,섬유;봉제;가방;의류
U02664,2007-01-16,2020-02-09,4,2005,0.0,3900.0,생산관리,재료·화학·섬유·의복,,,99,섬유;봉제;가방;의류
U07001,2020-06-07,2020-06-08,4,1997,5250.0,5750.0,남성복디자이너,재료·화학·섬유·의복,,,144,섬유;봉제;가방;의류
U07080,2020-03-16,2020-03-16,4,2012,0.0,0.0,디자이너;VMD;MD;홍보,재료·화학·섬유·의복,,,0,
U02216,2020-04-30,2020-04-30,2,0,3700.0,3100.0,영업;마케팅,재료·화학·섬유·의복,,,108,섬유;봉제;가방;의류
U01425,2019-12-07,2020-04-15,4,2012,2100.0,2100.0,MD;디자이너;홍보,재료·화학·섬유·의복,,,24,기타 공공;개인서비스
U01686,2020-05-24,2020-05-24,4,2009,2700.0,2900.0,물류영업MD,재료·화학·섬유·의복,,,0,
U00191,2019-12-29,2020-02-25,2,0,0.0,0.0,프로모션영업;생산업무및사입유통,재료·화학·섬유·의복,,,51,섬유;봉제;가방;의류
U01053,2020-03-12,2020-04-07,4,2013,2300.0,2300.0,패션디자인,재료·화학·섬유·의복,,,7,섬유;봉제;가방;의류
U06901,2020-08-04,2020-11-20,5,2007,0.0,3700.0,상품기획머천다이저,재료·화학·섬유·의복,,,92,섬유;봉제;가방;의류
U05084,2020-05-20,2020-11-03,4,2008,2900.0,2900.0,영업;영업관리,재료·화학·섬유·의복,,,25,섬유;봉제;가방;의류
U02006,2019-12-01,2020-06-17,4,2000,0.0,6250.0,매장영업;신규개설,재료·화학·섬유·의복,,,196,섬유;봉제;가방;의류
U01229,2020-02-22,2020-03-16,4,0,0.0,0.0,상품기획;디스플레이;머천다이징VMD;MD,재료·화학·섬유·의복,,,0,
U05186,2018-11-20,2020-02-12,4,2006,0.0,4900.0,기획영업MD,재료·화학·섬유·의복,,,84,섬유;봉제;가방;의류
U02298,2014-01-01,2020-06-29,4,2005,0.0,2500.0,지원;CRM;사무직;물류관리;자재관리;사무행정;물류관리,경영·기획·회계·사무,,,54,네트워크;통신;텔레콤
U05165,2019-06-12,2020-07-18,4,2006,0.0,5250.0,매장엽업관리;영업MD;경영기획;회계;인사;총무,재료·화학·섬유·의복,,,149,기타 서비스
U06629,2017-05-11,2020-02-03,4,2010,0.0,0.0,디자이너,재료·화학·섬유·의복,,,60,디자인;CAD;설계
U07222,2018-11-05,2020-09-07,4,2009,2900.0,2700.0,MD,재료·화학·섬유·의복,,,51,섬유;봉제;가방;의류
U02447,2019-08-07,2020-05-03,4,2000,4100.0,3700.0,프로모션영업,재료·화학·섬유·의복,,,199,섬유;봉제;가방;의류
U05028,2015-01-09,2020-06-08,4,2003,0.0,0.0,상품기획;MD,재료·화학·섬유·의복,,,126,금융;보험;증권
U03388,2018-03-29,2020-06-10,5,2014,2700.0,2700.0,의상디자이너,재료·화학·섬유·의복,,,65,섬유;봉제;가방;의류
U07095,2020-01-30,2020-01-30,4,2012,1900.0,1900.0,영업관리;지원,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U06667,2004-07-26,2020-01-16,4,2001,7500.0,7500.0,영업;영업관리영업MD업무;영업기획,재료·화학·섬유·의복,,,216,도소매;유통;무역
U07972,2019-08-12,2020-01-25,4,2003,4700.0,4500.0,상품기획;골프;아웃도어,재료·화학·섬유·의복,,,154,섬유;봉제;가방;의류
U01235,2020-04-16,2020-06-11,4,2014,2300.0,1900.0,유아;아동;디자이너,재료·화학·섬유·의복,,,9,디자인;CAD;설계
U04648,2019-05-22,2020-06-23,4,0,2700.0,2500.0,영업MD;기획MD;머천다이징;재입고관리;영업관리;매장관리,재료·화학·섬유·의복,,,32,쇼핑몰;전자상거래;경매
U06365,2020-05-07,2020-05-07,4,2005,3700.0,3700.0,매장관리영업기획영업관리,재료·화학·섬유·의복,,,71,도소매;유통;무역
U07199,2018-09-03,2020-02-23,4,1993,0.0,5750.0,,재료·화학·섬유·의복,,,228,도소매;유통;무역
U07707,2016-04-03,2020-07-06,4,2016,0.0,2900.0,디자이너;의류;섬유;패션,재료·화학·섬유·의복,,,40,학교;학원;직원훈련(교육서비스)
U02790,2013-11-20,2020-03-28,5,1995,0.0,3900.0,패션디자인;니트디자인;의류상품기획,디자인,,,168,섬유;봉제;가방;의류
U06121,2012-04-04,2020-11-16,3,1999,0.0,4900.0,매장영업관리지원,재료·화학·섬유·의복,,,216,섬유;봉제;가방;의류
U00049,2018-10-31,2020-04-20,2,0,0.0,0.0,상품기획;머천다이저;MD;기획,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U02516,2019-11-02,2020-02-09,4,2004,7500.0,6750.0,실장또는팀장,디자인,,,180,섬유;봉제;가방;의류
U00910,2014-12-09,2020-02-09,4,2006,3500.0,3300.0,매장영업관리,재료·화학·섬유·의복,,,93,섬유;봉제;가방;의류
U08033,2018-09-06,2020-01-13,4,2002,3500.0,3100.0,우븐디자이너;다이마루디자이너,디자인,,,67,섬유;봉제;가방;의류
U07541,2020-05-25,2020-08-07,4,2010,0.0,2700.0,상품기획;머천다이저;매장영업관리;디스플레이,재료·화학·섬유·의복,,,23,도소매;유통;무역
U04270,2015-03-03,2020-08-14,4,2005,2900.0,2100.0,머천다이저,재료·화학·섬유·의복,,,35,섬유;봉제;가방;의류
U00862,2019-11-14,2020-06-15,4,2006,0.0,2100.0,의류우븐디자인,디자인,,,39,섬유;봉제;가방;의류
U00251,2019-08-07,2020-06-10,4,0,0.0,0.0,영업관리,재료·화학·섬유·의복,,,0,
U06231,2012-10-11,2020-02-07,3,2005,2900.0,2500.0,우븐디자이너,재료·화학·섬유·의복,,,63,섬유;봉제;가방;의류
U07514,2020-09-30,2020-12-19,4,2008,2700.0,2500.0,상품기획;영업관리;캐주얼;아웃도어;남성복;영업;MD,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U00465,2020-04-02,2020-04-02,4,1994,4700.0,4500.0,일반사무;거래처관리;총무,경영·기획·회계·사무,영업·판매·TM,,0,
U01579,2006-04-20,2020-02-04,4,2007,4500.0,3900.0,영업관리;관리,재료·화학·섬유·의복,,,185,기타 제조
U05499,2020-11-22,2020-12-08,4,2014,0.0,3500.0,마케팅;사업기획;마케팅기획;유통;거래처관리;대리점관리;매장관리;매출관리;영업관리;영업기획;영업지원;영업기획;백화점영업;법인영업;유통영업;경영관리;경영기획;경영전략;국내영업;거래선개발,경영·기획·회계·사무,영업·판매·TM,,36,학교;학원;직원훈련(교육서비스)
