resume_seq,recruitment_seq
U00628,R04785
U08284,R02967
U06062,R04170
U06429,R04899
U06784,R02113
U05146,R01214
U07319,R02536
U07328,R01309
U07790,R00757
U02021,R01349
U04711,R02641
U06496,R03237
U03072,R00742
U01675,R02337
U00562,R05771
U00772,R03895
U02230,R01243
U07337,R01549
U03245,R04084
U07831,R04199
U06117,R06467
U00501,R02539
U06755,R06445
U08142,R01178
U07147,R00608
U05445,R05708
U06022,R04073
U07752,R01259
U05842,R04055
U07634,R02539
U00608,R06009
U03808,R03115
U00834,R03836
U04593,R04445
U00298,R06639
U07044,R06302
U00623,R02597
U04625,R00394
U05672,R03480
U05989,R06358
U05274,R01720
U07161,R01552
U06787,R01726
U05495,R04748
U07191,R02571
U07132,R02974
U04219,R04379
U03422,R00811
U01628,R06013
U07574,R00010
U00149,R03007
U02240,R01230
U02926,R03539
U08344,R00005
U00341,R01860
U04664,R05890
U03308,R06481
U05562,R02154
U05296,R02512
U04658,R03530
U02983,R01895
U05900,R00398
U06071,R04207
U03181,R02878
U01919,R02795
U04448,R05023
U05695,R00939
U04054,R01062
U00335,R06092
U05043,R02191
U00929,R03167
U04079,R03481
U07294,R05665
U07178,R04802
U05794,R05244
U07022,R01606
U02314,R03023
U04347,R03421
U01020,R05073
U00511,R01163
U03696,R01674
U01425,R04903
U07116,R06181
U04459,R02307
U01108,R00642
U01009,R02825
U01308,R04997
U07567,R03594
U00025,R05424
U00763,R03929
U02769,R01032
U04764,R01103
U02236,R00015
U01390,R02814
U02004,R04680
U02915,R04046
U05177,R06217
U05610,R04377
U04498,R02836
U04585,R02111
U06024,R02062
U00377,R05276
U05342,R04947
U03399,R00051
U05486,R02809
U01908,R01290
U04765,R00259
U03142,R04556
U02523,R03488
U00866,R02949
U06005,R02989
U05197,R04762
U05453,R05304
U01433,R01233
U06467,R00297
U01771,R02697
U01480,R00870
U00039,R01991
U07880,R00116
U06323,R05817
U05571,R02079
U06041,R03877
U04151,R01938
U02363,R02057
U06040,R04144
U08275,R03909
U06125,R00239
U04459,R05060
U05695,R04771
U06145,R03572
U02012,R06401
U07391,R05186
U06664,R06253
U02779,R02190
U01221,R02968
U03686,R03217
U01838,R01692
U00696,R00380
U03918,R01580
U05165,R06684
U05438,R01036
U02438,R04518
U07377,R03164
U08465,R00570
U07956,R00652
U07426,R00122
U01541,R04421
U05388,R00396
U02386,R01343
U01144,R02440
U06886,R02155
U07471,R02363
U00667,R00577
U06013,R01620
U00976,R05435
U06848,R02498
U06548,R00966
U06969,R03925
U01388,R04047
U03922,R00815
U07819,R06440
U04333,R01811
U07812,R06511
U03699,R04991
U02633,R01695
U00630,R02082
U01550,R00206
U03183,R01458
U08149,R00476
U07891,R05418
U07759,R01431
U01731,R04708
U06125,R05426
U04099,R01278
U05022,R05421
U06540,R04831
U06166,R02477
U02164,R06449
U01568,R00051
U03597,R04329
U07645,R00212
U00474,R05676
U04324,R00663
U08435,R03482
U03939,R02237
U07572,R02281
U00038,R04602
U04128,R01488
U06503,R00339
U03821,R06572
U07863,R06081
U04386,R02119
U03804,R02907
U05114,R01634
U02287,R01702
U06383,R05205
U05334,R05168
U00393,R03395
U00686,R05588
U08318,R01102
U07397,R00734
U01072,R00577
U04779,R03085
U08002,R00232
U03573,R02084
U02580,R06620
U04516,R05706
U02449,R01773
U03689,R03319
U08051,R00829
U04469,R05745
U07377,R05845
U00038,R03539
U05275,R02873
U01509,R04233
U06067,R06663
U07376,R05598
U01436,R05959
U06878,R05818
U04569,R05386
U04232,R06648
U07198,R00930
U04190,R05665
U00842,R06567
U08164,R03581
U03649,R03797
U02117,R05309
U00127,R05100
U06616,R05475
U07860,R03721
U01504,R05022
U05827,R05987
U05173,R03811
U04234,R05394
U02894,R04478
U00867,R04527
U06350,R06407
U00726,R01231
U01226,R06305
U07713,R00559
U01487,R05441
U08274,R04828
U02250,R06340
U00732,R00714
U00247,R01203
U07180,R02346
U00111,R00678
U02287,R05083
U07048,R03193
U05105,R03229
U03554,R03337
U00130,R02066
U01021,R02192
U06411,R02319
U05944,R04245
U00700,R03620
U01675,R00289
U04458,R03264
U06013,R00180
U00940,R01274
U07169,R00931
U04862,R02061
U04185,R02538
U02107,R06453
U04909,R06084
U02955,R06383
U05979,R04657
U06743,R06523
U02388,R00110
U03706,R00258
U07877,R01725
U01246,R04237
U02310,R05793
U07067,R01515
U01006,R01458
U03305,R04864
U08198,R03712
U03840,R05771
U01882,R04153
U06199,R02574
U04522,R03786
U05719,R02031
U07446,R01958
U01352,R02090
U08053,R05150
U08409,R02701
U04987,R02259
U08368,R01744
U01673,R03957
U04098,R04619
U06638,R06690
U06723,R03380
U03954,R05979
U03649,R02092
U03549,R03281
U08012,R06342
U06588,R02750
U01621,R05174
U07581,R03950
U04442,R02509
U07620,R05790
U00106,R04951
U07045,R00040
U04563,R01733
U04553,R02108
U06456,R04129
U05322,R03138
U07909,R04684
U04169,R06323
U07438,R06332
U07213,R03620
U04444,R05148
U00507,R00791
U08203,R00598
U06959,R04653
U01055,R00169
U02864,R05132
U02545,R04837
U04770,R00927
U07298,R00773
U02550,R00569
U01000,R03718
U01471,R03556
U01202,R01908
U03148,R00858
U02061,R01379
U02140,R02591
U03098,R01995
U05275,R06446
U01467,R06518
U02585,R05665
U06209,R00663
U04874,R05156
U07045,R05769
U06276,R00666
U07319,R00891
U05371,R02310
U05956,R02898
U06549,R03761
U02984,R02836
U03375,R05914
U07117,R01297
U00023,R03399
U06207,R00458
U05943,R01899
U06944,R06533
U08093,R03223
U02262,R01186
U02115,R00409
U01593,R00597
U05540,R00672
U00191,R04947
U05329,R01259
U07149,R01700
U07116,R05309
U08390,R02598
U07120,R00039
U05629,R01710
U06137,R02752
U03971,R00370
U04937,R06619
U00613,R00888
U08043,R02421
U05161,R00056
U05631,R03772
U01796,R01754
U08145,R01850
U07356,R00587
U05382,R00193
U03249,R06410
U02624,R05173
U03995,R05828
U08284,R01858
U03564,R02261
U02687,R02242
U07539,R04033
U07018,R01347
U02613,R01838
U07260,R01266
U04680,R01321
U03808,R02622
U01919,R01518
U04946,R03818
U01915,R01385
U02490,R04654
U01777,R02819
U03061,R04088
U06125,R00438
U03142,R05248
U01504,R03581
U06323,R03662
U08327,R04856
U00907,R05970
U05466,R05818
U00212,R05800
U04393,R03851
U05118,R01163
U01572,R04887
U00904,R05074
U06101,R02722
U04323,R02891
U01796,R05388
U03272,R05340
U00226,R02737
U00855,R06572
U04490,R01580
U08293,R04477
U06221,R06342
U07145,R01397
U04567,R05574
U06540,R04302
U05574,R00712
U03392,R01338
U02009,R01320
U02826,R06040
U07301,R04812
U02765,R00953
U05369,R02490
U03408,R00194
U03521,R00804
U04821,R00920
U06362,R05792
U03365,R02577
U08393,R05294
U02868,R04167
U05091,R03325
U03387,R02814
U04376,R01577
U07763,R06626
U05052,R01265
U06218,R02874
U05923,R01189
U04667,R04811
U01169,R00778
U05518,R05468
U04135,R04689
U00729,R03843
U05772,R03557
U06694,R01999
U08439,R03604
U02021,R02509
U00448,R02441
U00319,R04407
U07554,R00505
U03132,R02371
U00507,R01551
U00522,R01532
U03416,R02484
U06525,R03664
U06516,R05124
U06055,R03730
U02729,R05745
U07997,R05919
U03052,R06280
U05748,R03839
U01724,R00796
U01428,R05391
U07679,R01883
U04453,R05346
U04124,R05903
U06280,R05907
U00411,R03117
U04107,R05020
U07023,R04719
U04377,R02534
U07827,R01928
U06661,R05412
U01983,R03887
U06324,R02525
U02119,R01477
U01216,R00636
U01913,R05239
U07552,R04472
U07843,R03558
U02389,R06620
U03418,R05237
U07261,R03936
U04667,R04522
U06087,R03669
U03313,R02504
U02307,R06633
U00807,R02459
U01197,R02959
U01638,R00191
U04911,R03510
U03797,R02556
U01354,R05554
U07653,R05175
U00590,R02301
U00597,R02662
U02497,R06465
U06347,R02606
U04247,R02172
U06852,R05162
U05931,R01033
U08403,R00106
U05351,R01356
U08285,R02070
U05296,R01107
U07763,R05271
U06453,R00634
U06991,R06085
U03846,R03676
U04805,R00677
U02019,R04536
U02747,R03239
U02682,R02720
U06943,R02307
U01651,R00805
U08010,R03744
U04974,R05197
U07637,R01149
U06011,R01630
U01442,R04854
U00269,R05591
U00737,R02037
U03549,R02800
U00024,R02401
U02480,R03341
U00119,R06158
U07813,R04663
U08443,R00688
U05273,R01489
U08352,R01803
U04595,R05504
U04918,R02884
U02808,R05455
U07429,R04844
U03614,R03377
U05599,R03056
U00241,R06278
U04098,R00165
U01119,R03103
U05893,R00167
U04989,R02759
U03620,R02308
U01919,R00908
U02263,R01901
U06890,R02104
U08083,R03830
U02429,R00564
U07750,R00888
U00729,R06383
U03747,R03615
U05057,R05446
U05069,R00191
U07618,R04826
U03654,R03744
U04968,R05663
U06608,R05129
U07595,R00639
U04161,R01279
U01413,R02512
U02111,R03612
U02886,R04846
U06567,R02424
U05274,R04199
U01367,R00928
U06199,R03320
U00123,R03623
U06655,R02080
U03611,R02341
U02882,R06101
U02499,R01905
U05397,R00466
U01541,R05728
U01322,R03320
U03900,R03943
U04670,R00935
U05355,R04710
U03589,R05490
U05388,R02999
U07063,R03660
U07486,R01537
U03510,R05792
U08262,R00593
U06890,R00802
U01853,R04831
U02429,R04582
U04783,R04128
U06677,R01011
U02889,R02388
U07807,R04187
U06047,R01615
U06038,R03175
U03326,R04981
U06548,R01135
U05687,R06540
U03947,R00511
U07716,R01355
U07596,R06382
U03446,R02804
U06661,R02769
U04258,R01082
U05097,R02475
U05955,R05500
U08332,R05806
U01537,R05961
U07044,R04892
U01623,R05896
U02414,R00463
U07486,R05980
U00370,R02266
U06272,R03237
U01018,R06210
U01748,R04258
U05181,R00581
U02585,R05469
U05217,R05632
U01812,R02812
U05657,R03021
U07750,R03757
U03983,R01281
U01018,R03337
U00263,R05747
U04878,R01937
U06797,R01811
U04486,R00258
U01670,R04998
U04471,R01024
U02222,R00689
U01541,R00802
U00714,R00928
U07018,R00080
U05503,R06441
U07113,R03079
U07070,R04122
U05041,R04652
U00393,R03437
U03157,R00214
U08239,R03098
U01801,R06056
U06040,R00541
U00884,R02240
U02773,R05292
U00296,R01794
U01875,R00357
U07256,R03849
U06931,R06034
U04893,R03379
U07869,R02233
U01757,R05869
U06430,R02058
U00623,R04125
U04624,R04333
U03246,R06289
U01640,R04317
U01479,R02344
U02825,R05432
U04269,R02553
U01560,R05719
U08453,R02677
U01380,R02224
U02222,R00289
U00564,R03554
U00852,R00699
U05012,R00788
U08257,R02107
U03087,R03611
U07231,R00999
U07033,R01893
U06341,R04459
U06191,R05718
U02236,R04050
U01875,R02419
U03247,R01318
U07326,R03684
U00873,R04536
U05016,R00498
U08362,R00370
U06321,R06514
U06672,R04231
U04511,R01365
U06365,R03767
U07063,R06491
U01402,R04682
U01029,R02360
U07763,R03891
U07876,R03879
U00617,R02435
U05801,R00842
U00500,R02355
U00152,R01798
U06230,R00333
U05295,R01241
U06034,R03820
U03492,R04409
U06218,R04608
U06201,R01772
U06498,R02469
U02706,R02504
U00170,R06277
U05842,R02199
U03518,R01642
U02498,R04728
U04379,R04487
U07326,R05810
U01648,R00518
U04754,R02596
U04711,R00218
U05267,R05482
U07236,R01689
U00121,R02355
U07641,R04866
U06678,R02438
U05982,R05943
U05604,R04188
U01731,R03811
U04951,R01962
U08361,R02219
U00977,R01751
U04397,R04054
U06740,R02175
U04606,R04852
U04203,R03433
U01183,R05060
U05466,R03219
U01210,R01961
U07078,R03237
U02683,R06052
U06275,R02594
U06883,R05424
U02090,R05272
U04818,R04398
U00006,R02244
U07851,R02519
U04970,R02177
U05331,R02173
U06850,R05467
U07886,R02095
U04137,R04180
U07124,R03832
U01255,R04585
U06119,R05879
U05021,R05727
U06698,R00911
U07266,R03490
U06528,R03495
U07490,R01548
U07199,R05820
U05365,R00979
U01947,R05791
U01494,R05159
U01530,R02838
U04788,R05343
U07438,R05538
U00838,R05870
U02391,R00177
U02658,R04420
U01706,R00552
U06062,R03421
U06610,R05390
U02414,R04922
U03341,R02671
U00822,R01189
U01568,R04149
U05603,R00274
U04566,R02391
U00008,R02633
U00502,R04858
U00385,R04007
U00731,R03122
U07856,R03317
U04910,R05772
U07538,R02344
U05548,R03731
U07232,R01858
U04364,R01228
U05992,R01649
U01888,R03413
U05099,R06349
U04829,R03978
U00699,R04817
U07510,R02869
U02921,R00194
U00772,R05769
U07948,R05131
U02888,R06676
U06869,R03510
U07290,R04200
U04378,R01768
U05842,R02588
U07560,R00859
U06324,R00447
U05740,R01351
U03313,R01776
U03759,R05012
U08137,R05569
U06272,R03710
U00838,R00970
U07934,R06252
U00668,R00968
U06728,R04880
U04448,R06103
U05610,R02401
U01678,R03562
U06407,R04982
U02386,R01300
U04089,R04901
U02354,R04366
U03418,R05439
U00852,R03288
U03715,R03515
U06734,R05683
U06697,R02341
U04011,R00461
U07698,R06627
U05322,R05557
U01362,R00392
U06941,R00804
U04149,R05037
U07672,R04264
U04621,R03085
U02595,R01224
U02791,R02276
U02882,R06346
U07876,R02811
U05340,R03148
U05728,R00014
U05001,R03570
U06759,R01837
U05344,R03303
U05815,R04701
U03655,R02584
U08321,R03026
U01459,R02663
U04525,R05719
U02265,R01709
U07947,R04705
U02052,R03857
U06794,R01843
U04543,R03365
U07407,R00221
U02910,R05844
U05590,R05502
U03540,R02802
U01101,R01074
U08299,R01087
U05591,R02548
U06062,R02632
U04567,R05795
U06285,R05175
U00181,R00224
U04991,R06195
U04838,R01214
U00986,R04578
U00038,R05160
U05450,R06056
U06781,R00814
U04890,R04123
U04623,R02213
U08295,R06423
U07862,R02285
U08318,R05331
U03045,R01103
U00324,R04425
U01397,R05258
U06423,R02549
U07844,R05739
U05669,R06425
U06211,R04735
U02006,R06300
U08479,R01470
U08385,R02758
U03332,R06220
U04625,R02703
U00699,R05547
U02197,R02798
U00303,R00378
U00998,R03777
U05700,R01058
U01597,R00094
U07040,R00259
U00321,R00647
U01223,R00077
U01296,R01194
U07264,R01980
U04042,R01127
U03568,R04396
U06125,R00298
U02768,R05233
U02976,R06667
U01018,R03783
U02759,R01781
U01383,R01936
U07809,R05951
U06238,R04422
U04173,R02316
U04377,R01091
U06711,R01728
U03904,R02541
U01092,R04687
U00904,R00391
U07402,R05796
U03549,R06055
U03133,R01453
U05614,R04560
U07044,R03442
U01653,R01384
U01206,R06650
U02904,R05375
U07117,R06578
U01265,R01292
U07564,R01550
U02612,R04059
U04820,R01813
U08117,R04785
U07348,R02573
U07924,R04398
U01762,R02507
U02247,R04583
U02782,R05503
U02136,R03510
U05757,R06269
U03136,R04183
U03896,R06639
U07245,R03016
U04271,R04384
U02174,R02768
U05234,R02879
U02376,R06354
U01389,R03288
U02246,R01081
U06044,R04584
U01690,R05538
U02149,R05000
U03849,R04301
U03852,R05723
U03785,R00978
U03115,R00180
U04885,R05338
U07344,R01608
U06181,R00858
U03396,R02055
U04238,R05221
U03772,R06686
U01731,R02416
U02597,R03482
U06421,R02659
U03590,R06504
U02321,R03939
U02690,R05372
U03376,R03363
U04657,R01545
U01460,R03678
U04273,R02661
U03392,R04066
U04839,R06407
U02230,R03194
U02657,R00916
U05762,R06694
U00424,R04824
U03558,R03535
U07641,R02189
U02386,R02915
U05082,R00594
U06206,R05667
U05388,R02490
U06013,R00283
U02224,R03890
U07862,R04721
U00321,R03458
U07827,R05175
U05897,R04150
U06081,R00442
U03398,R03757
U03496,R06189
U07521,R02099
U00907,R01605
U07191,R06358
U06166,R05130
U01406,R01093
U03423,R02761
U02055,R01094
U01597,R04433
U02887,R03220
U06218,R06311
U03947,R00146
U03851,R05228
U00816,R05544
U04078,R01139
U07768,R05318
U07199,R04592
U05160,R05134
U07577,R04211
U02624,R05343
U06187,R01684
U00076,R04587
U01285,R05830
U03179,R01443
U08225,R03248
U00570,R03021
U08003,R01345
U05537,R02634
U07055,R03603
U05016,R02374
U03169,R00265
U02625,R00838
U07206,R03872
U07855,R03241
U06183,R01728
U02650,R06474
U00226,R02432
U04490,R01967
U04504,R01661
U05020,R04468
U07371,R00278
U01130,R01319
U06185,R01642
U07132,R05395
U00619,R01875
U04151,R04312
U05020,R06279
U00454,R02485
U07785,R01261
U04700,R00431
U02714,R05300
U05637,R01521
U08331,R00782
U07822,R00609
U00021,R02207
U04671,R00609
U05181,R01767
U07860,R04644
U03930,R04944
U06395,R05467
U05510,R04292
U07408,R00858
U00955,R02865
U03392,R00957
U01308,R06243
U06699,R00824
U04406,R00924
U01360,R02097
U02119,R06076
U05418,R00256
U03467,R03223
U05235,R04810
U04238,R03349
U03558,R01383
U02979,R02683
U07844,R01315
U00188,R00992
U05518,R06643
U01148,R01832
U06542,R05823
U07292,R01429
U04752,R04107
U00201,R05972
U03593,R03826
U03291,R00569
U04431,R04644
U00907,R01655
U08425,R01696
U05418,R00087
U06145,R01290
U07753,R04890
U07789,R05514
U00591,R03638
U05641,R01682
U01029,R03246
U05148,R02981
U04057,R06572
U05855,R01052
U03734,R05315
U06379,R05253
U05280,R04284
U04827,R00409
U01499,R04409
U08427,R06627
U07261,R02693
U03911,R05158
U07167,R06388
U04585,R02379
U04073,R00150
U05685,R03021
U02248,R03244
U05104,R05076
U06359,R04282
U04562,R02502
U00100,R00726
U07376,R05887
U07737,R00802
U04873,R01910
U03191,R05018
U02148,R00567
U00501,R05248
U06499,R05893
U00253,R03034
U04545,R00115
U04956,R03939
U06608,R01824
U01361,R00672
U01305,R01357
U08306,R00739
U04779,R03611
U06672,R03235
U00692,R01915
U02084,R06515
U03961,R06405
U07090,R02263
U02524,R04925
U03392,R04408
U03558,R00446
U06672,R04298
U01539,R01961
U06948,R02726
U04598,R03638
U04287,R02114
U03782,R06313
U02864,R00293
U02384,R00900
U06743,R02906
U04659,R00863
U01963,R01868
U02436,R05774
U06456,R00376
U01966,R03302
U05748,R04940
U04545,R02814
U04980,R02013
U01296,R03665
U05093,R02522
U01255,R00254
U01640,R02595
U06604,R06262
U02136,R05309
U02636,R01913
U07907,R06186
U01091,R05957
U07790,R04955
U05556,R05689
U00587,R03944
U06207,R01354
U05672,R02288
U08318,R01913
U00163,R05431
U02308,R04875
U00528,R03873
U00370,R02268
U01436,R01482
U06295,R03202
U00345,R02826
U00332,R06013
U00297,R03421
U07095,R03389
U07303,R00652
U02414,R02991
U06039,R01049
U03933,R03136
U04695,R01139
U07214,R06239
U03413,R04904
U00707,R01804
U06926,R04901
U01473,R05318
U04189,R01687
U06041,R01255
U06646,R00186
U07639,R05729
U00599,R02098
U07179,R03244
U07087,R02540
U01123,R06522
U07934,R03406
U02205,R04053
U07374,R00472
U07957,R05410
U00802,R01094
U04022,R04427
U03685,R05543
U00292,R00412
U05322,R02141
U01582,R03020
U07884,R02455
U03132,R06447
U01568,R05760
U00302,R05882
U08156,R05458
U04761,R00085
U01609,R01431
U00929,R05991
U07167,R05371
U03615,R06110
U01776,R00385
U06197,R05894
U06806,R05912
U06034,R01645
U03642,R00919
U05480,R00314
U00501,R04037
U05158,R00084
U06206,R05674
U06896,R06410
U02274,R00844
U07036,R04457
U04422,R02027
U03516,R06259
U02945,R03019
U03614,R02329
U00940,R00276
U00954,R02634
U04426,R05373
U04296,R05740
U04382,R05021
U02638,R06405
U00303,R06654
U08368,R05396
U01226,R02822
U07713,R03022
U02414,R04167
U01655,R04494
U02576,R02743
U02150,R04946
U04145,R01736
U07845,R06052
U00474,R01408
U00038,R01355
U01329,R04153
U02825,R02946
U07168,R03093
U04053,R04564
U07755,R02769
U07797,R02498
U03481,R04955
U06526,R03513
U05415,R03435
U03795,R01531
U06281,R05659
U05643,R03687
U04042,R01950
U05500,R02384
U06196,R00453
U07420,R04420
U05621,R00583
U07949,R00030
U03308,R00854
U06690,R03606
U04271,R01288
U07967,R03019
U05333,R05374
U01306,R01421
U02607,R01719
U05060,R06440
U06569,R05437
U06324,R04044
U04626,R06035
U00443,R05121
U02946,R01398
U01517,R02887
U07285,R04185
U05664,R00269
U01957,R03306
U03153,R00773
U02179,R00735
U07746,R02671
U02497,R00761
U06540,R04074
U05940,R02066
U03685,R02967
U04038,R05729
U00311,R03784
U01541,R01387
U06544,R06657
U08117,R00323
U07453,R05186
U05721,R01454
U05464,R06434
U02344,R01287
U06949,R01001
U06107,R05538
U07174,R04326
U08121,R00132
U07594,R03225
U04184,R03494
U04223,R00703
U00251,R01725
U02294,R04454
U02330,R05765
U07280,R06021
U04797,R03160
U02890,R05257
U04098,R04712
U01018,R06483
U04314,R05600
U01752,R04546
U03162,R05942
U00631,R01681
U06216,R04085
U03155,R00295
U02670,R02828
U07790,R02133
U07877,R06094
U06799,R06445
U01919,R01524
U05391,R04026
U00477,R05884
U05658,R01110
U08024,R00394
U03417,R05648
U07483,R05989
U05625,R02550
U02924,R00559
U00209,R01461
U07493,R00615
U04393,R02997
U02524,R00539
U00021,R01810
U03672,R01383
U07276,R04478
U07653,R00641
U03445,R02226
U01055,R05824
U02701,R01179
U01997,R00090
U04653,R01111
U05956,R02355
U08318,R01590
U03242,R00817
U07507,R05476
U01474,R03249
U07266,R04199
U07304,R02215
U07319,R04984
U03304,R03540
U02664,R03077
U03391,R00015
U05093,R01706
U01848,R00951
U04540,R04422
U06990,R01551
U03430,R03035
U07466,R03505
U08436,R02500
U06378,R04089
U03960,R01189
U03138,R04566
U07209,R01830
U04144,R01634
U03216,R04857
U05574,R04602
U01788,R04066
U01885,R05328
U00169,R00641
U05976,R04211
U02796,R04097
U05708,R03370
U04934,R04534
U06282,R01886
U01917,R06650
U06086,R06259
U03615,R06505
U01340,R05919
U00415,R00693
U06490,R00153
U02436,R05019
U07921,R04714
U01005,R00722
U06510,R01590
U04614,R00996
U06896,R01698
U07669,R01612
U01338,R03887
U02738,R05299
U00050,R04227
U03622,R00559
U00883,R04437
U04120,R01341
U00557,R06444
U06952,R06490
U02075,R00800
U03909,R06098
U03903,R05301
U02166,R00888
U04281,R00852
U07420,R00737
U06184,R04607
U03040,R04200
U06512,R02735
U08318,R01198
U07458,R04094
U03004,R02567
U01058,R00769
U07835,R06338
U04763,R06009
U05904,R02438
U05808,R02910
U04940,R00807
U06433,R05258
U03995,R02365
U02006,R03403
U00631,R00219
U07806,R04809
U05841,R03326
U00149,R02928
U03560,R01010
U03262,R02278
U03252,R05177
U04917,R02285
U07540,R00488
U02390,R04893
U01208,R04435
U08322,R01867
U05797,R01851
U05466,R02934
U07055,R00891
U01800,R05538
U05608,R05396
U00313,R04498
U02197,R02121
U00173,R00688
U03433,R00383
U01541,R01771
U03575,R04913
U06485,R04378
U03803,R05685
U03518,R01321
U06925,R01166
U03046,R01553
U02331,R01767
U06779,R05899
U04628,R00999
U00442,R01741
U06794,R05209
U01102,R01058
U06784,R01982
U06599,R05665
U07167,R00277
U05874,R03777
U02233,R03623
U01182,R03565
U00771,R04973
U03932,R06389
U07653,R05533
U02624,R02641
U01405,R04268
U06468,R02277
U07891,R05452
U08389,R04264
U06617,R04245
U06169,R06299
U03137,R03678
U06948,R00018
U01454,R03304
U06047,R03052
U03038,R05343
U01741,R02851
U03354,R04169
U04428,R02602
U08436,R02509
U05367,R04273
U00982,R02237
U05260,R00641
U05470,R01468
U04344,R05866
U00217,R02762
U05590,R05585
U00958,R05995
U06931,R03561
U08074,R03911
U07685,R00830
U00709,R06637
U00008,R00314
U02119,R05266
U01230,R03561
U05214,R05677
U02972,R00966
U07199,R03463
U05334,R04437
U07981,R03665
U04201,R00537
U00582,R02730
U02406,R01909
U00392,R03093
U02915,R04484
U02191,R00236
U00367,R06323
U02802,R01254
U01050,R03159
U00253,R03427
U02868,R02105
U06617,R01556
U04601,R00526
U06736,R00704
U07505,R04487
U01321,R03418
U01591,R03793
U05612,R05022
U07000,R01922
U04228,R00914
U00503,R05571
U03717,R01964
U06701,R06386
U04279,R02445
U07936,R02208
U01744,R01860
U02348,R03623
U00205,R06568
U04240,R00102
U04162,R00256
U00329,R02181
U04760,R01365
U07545,R05611
U04322,R06158
U06576,R02963
U07908,R02435
U03413,R06134
U01875,R06596
U08327,R02303
U08198,R01577
U06719,R01759
U05475,R03679
U06226,R03939
U07923,R04998
U04541,R04780
U02775,R00275
U00794,R03610
U07502,R03422
U01796,R03808
U03303,R01503
U03644,R00821
U04659,R02438
U01640,R02856
U00061,R03200
U06029,R01917
U00198,R01971
U00337,R01490
U00021,R06060
U04931,R00676
U06130,R02707
U04779,R00569
U07893,R01821
U00726,R03434
U04986,R05203
U06041,R05291
U07225,R01082
U02424,R02025
U06040,R01469
U06683,R00829
U05813,R03801
U05811,R00357
U05106,R04690
U08096,R02810
U01398,R05438
U08474,R01553
U04132,R05374
U04090,R01587
U01606,R03639
U05508,R04708
U04089,R01611
U01029,R00391
U02005,R05120
U08170,R00242
U04845,R04476
U02743,R02609
U02974,R00923
U02253,R01701
U00429,R01706
U01444,R02136
U01999,R05157
U00812,R00563
U06923,R03044
U05468,R06317
U05348,R02670
U02633,R04485
U01263,R04270
U02921,R00984
U03259,R03748
U02270,R04964
U07284,R02211
U00400,R06506
U06442,R01264
U07514,R03425
U04603,R06512
U05033,R01332
U00791,R03566
U04947,R02593
U02040,R01642
U04789,R02959
U06698,R04871
U04801,R04143
U03531,R04994
U05548,R03541
U00597,R00905
U03578,R02712
U04269,R01107
U03740,R01081
U06209,R04771
U01988,R03486
U04551,R02075
U04551,R01833
U01192,R03003
U04141,R06321
U03350,R05273
U07201,R04103
U04664,R03531
U07079,R03569
U02832,R04268
U02484,R05948
U07132,R01696
U05886,R04118
U00397,R05196
U04644,R06160
U01440,R06156
U06446,R00543
U05684,R02245
U03899,R05287
U03009,R01555
U07288,R01002
U00875,R02084
U01643,R06030
U01766,R03286
U06738,R05223
U07418,R01705
U00425,R04073
U01658,R03845
U02853,R02008
U01142,R04225
U00884,R04494
U07504,R02723
U03593,R01243
U00378,R03353
U05449,R02205
U06246,R06250
U00297,R00338
U06953,R06623
U00359,R04746
U00383,R03128
U01446,R04098
U07323,R01977
U04321,R04994
U04393,R01783
U01919,R05032
U06504,R04436
U04604,R00117
U06689,R01367
U04755,R06566
U02068,R05027
U03510,R04153
U06213,R05296
U07130,R02050
U02632,R03921
U00581,R01214
U01639,R01744
U04008,R04298
U04253,R02448
U05127,R04499
U07536,R03354
U05747,R04628
U06729,R04820
U00688,R05623
U00457,R02986
U00758,R06265
U01070,R03394
U02685,R06303
U07248,R04867
U07759,R04992
U02019,R02712
U06792,R03404
U04254,R01087
U01101,R00968
U05453,R01382
U05207,R06224
U07156,R00243
U01288,R02904
U04667,R02074
U05832,R01313
U03360,R01536
U03238,R05028
U05537,R01214
U02633,R06119
U04587,R01926
U07753,R00714
U00070,R02935
U00282,R03772
U05518,R00439
U04888,R05540
U06206,R03233
U05009,R01955
U04016,R00155
U04412,R04263
U01346,R04611
U07266,R06268
U04047,R04698
U06503,R01331
U05894,R01216
U01575,R00252
U07005,R06390
U07896,R00776
U02879,R00570
U05748,R00499
U04651,R06653
U05648,R00767
U08106,R06164
U06038,R06598
U01433,R03723
U04490,R04913
U01951,R05034
U05744,R06164
U08311,R04696
U03584,R01083
U05931,R01505
U05257,R03764
U07849,R01000
U06987,R02486
U02047,R04373
U01944,R04972
U02217,R02876
U05544,R04402
U04827,R01789
U02092,R06693
U05608,R00524
U02144,R06367
U03365,R01390
U06305,R03794
U05060,R03882
U07319,R01880
U02524,R03757
U06787,R01244
U03937,R05117
U03852,R05555
U01155,R05837
U00270,R04192
U00817,R01323
U01312,R04390
U07063,R02000
U02485,R05316
U03671,R00507
U02924,R04066
U06605,R03362
U01064,R03513
U03918,R05429
U06540,R04577
U03769,R05656
U05493,R05080
U06069,R06652
U03554,R05458
U04287,R01987
U06169,R03212
U05000,R01800
U00359,R01948
U03290,R04994
U03486,R03466
U01063,R05417
U06668,R06180
U08162,R05619
U05809,R01485
U04437,R01031
