recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R05927,11.0,,,0,0,2507;2707,4,8,1,
R01400,3.0,5.0,,0,0,2108;2507;2707;2810,3,2,1,
R03311,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03685,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,4,2,2,
R05358,3.0,,,0,0,2101;2507;2707,3,2,2,
R01100,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,2,
R05714,3.0,,,0,0,2507;2707,4,2,2,
R06527,3.0,,,0,0,2507;2707,4,2,1,
R06190,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04374,3.0,9.0,18.0,0,0,2201;2204;2205;2707,2,2,1,
R06341,3.0,,,0,0,2507;2707;2201;2204;2205,3,2,1,
R03738,3.0,,,0,0,2507;2707,4,2,1,
R03785,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R03496,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R06404,3.0,,,0,0,2101;2108;2201;2707,4,2,1,영업MD;베네통코리아;MD;기획MD;시슬리;베네통;패션MD
R01415,3.0,,,0,0,2101;2102;2108;2201;2204;2205;2707,3,2,2,
R03619,3.0,,,0,0,2204;2205;2707;3007,4,2,1,
R01496,3.0,,,0,0,2108;2109;2707;2810,3,2,2,
R02491,5.0,,,0,0,2204;2205;2707,3,2,1,
R00084,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R03575,3.0,,,0,0,2507;2707;2810,2,8,0,
R03084,3.0,,,0,0,2507;2707,3,2,1,
R00918,5.0,3.0,,0,0,2201;2204;2205;2707,2,2,1,마트;홈플러스;언더웨어;롯데마트;이너웨어;할인점;대형
R06676,3.0,,,0,0,2507,3,2,1,
R03320,3.0,1.0,,0,0,2799;2707;2507,3,2,1,
R02871,3.0,,,0,0,2201;2204;2205;2707,3,2,1,백화점;영캐쥬얼;브랜드;영업
R02321,3.0,,,0,0,2101;2114;2201,3,7,2,파워포인트;일반기획;상품기획;한글;문서관리;OFFICE;업무보조;전략기획;머천다이저;영업기획;사무보조;상품개발;워드;기획조사;엑셀;상품관리;OA
R03680,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00271,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01387,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R05367,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R02375,3.0,,,0,0,2101;2110;2501;2504;2506;2507,4,2,1,
R02551,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01227,3.0,,,0,0,2101;2108;2109;2201;2204;2205;2707;2810,2,2,1,
R01993,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,2,경력디자이너;신입디자이너;경력MD;신입MD;여성복디자이너
R03805,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02005,3.0,,,0,0,2201;2102;2507;2316;2205,2,2,2,
R05082,3.0,,,0,0,2507;2707;2810,3,2,1,
R03299,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R05581,3.0,,,0,0,2108;2707;2810,4,2,1,
R00035,3.0,,,0,0,2108;2707;2810,4,2,1,
R04551,3.0,,,0,0,2501;2507;2703;2707,4,2,1,
R04565,3.0,,,0,0,2507;2707,3,1,1,아르바이트;BNX;여성복
R06047,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,영업MD;듀엘
R04589,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업MD
R01161,3.0,,,0,0,2507;2707,3,2,1,
R01062,3.0,,,0,0,2103;2108;2113;2201;2204;2205;2707;2810;3103;3199,3,2,1,
R02307,3.0,,,0,0,2101;2108;2201;2707;2810,2,2,1,
R03984,3.0,,,0,0,2507;2707,3,2,1,
R00316,3.0,,,0,0,2501;2507;2703;2707,3,2,1,
R05889,3.0,,,0,0,2507;2707,4,2,1,
R02661,3.0,,,0,0,2507;2707,3,2,2,디자이너
R00317,3.0,,,0,0,2507;2707,3,7,2,
R03389,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03103,3.0,,,0,0,2110;2201;2204;2707,2,2,2,
R05400,3.0,,,0,0,2201;2101;2507;2707;2104;2204,2,2,2,
R00593,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R04327,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04395,3.0,,,0,0,2204;2205;2707,3,2,2,VMD
R04796,3.0,,,0,0,2707;2205;2204;2201;2101;2507,3,2,2,
R06664,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05875,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,
R02116,3.0,,,0,0,2110;2203;2204;2299,4,2,2,
R01510,3.0,,,0,0,2201;2204,4,2,1,
R05688,3.0,,,0,0,2507,3,2,2,
R04809,3.0,,,0,0,2501;2507;2707,2,2,2,
R00703,3.0,,,0,0,2507;2707,3,2,1,
R06351,3.0,,,0,0,2204;2205;2707,2,2,1,
R01320,3.0,,,0,0,2507;2707,2,2,2,
R02694,3.0,,,0,0,2108;2201;2507;2707;2810,3,2,1,
R02740,3.0,,,0,0,2101;2108;2201;2707,2,2,2,상품기획;MD;기획MD;여성복;영캐주얼
R03820,3.0,,,0,0,2507;2707,4,2,1,
R06539,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01079,3.0,,,0,0,2507;2707,3,2,1,
R03863,3.0,,,0,0,2507;2707,4,2,1,
R01254,3.0,,,0,0,2108;2302;2303;2507;2707;2810,3,2,2,
R01118,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R01179,3.0,,,0,0,2507;2707,4,2,1,
R04128,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02731,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00353,3.0,,,0,0,2101;2103;2108;2201;2204;2205;2707;2810,3,2,2,
R02978,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01249,3.0,,,0,0,2507;2707,4,2,1,
R02494,3.0,,,0,0,2507;2707,4,2,2,
R01815,3.0,,,0,0,2101;2108;2201;2707,3,2,1,의류;MD;기획MD;패션
R04539,3.0,,,0,0,2507;2707,4,1,2,
R04553,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R02806,3.0,,,0,0,2108;2707;2810,2,2,1,해외소싱;샘플QC외;생산관리
R06249,5.0,,,0,0,2201;2204;2205;2707,4,2,2,
R05870,3.0,,,0,0,2507;2110;2101,4,2,1,
R05893,3.0,,,0,0,2101;2108;2201;2707,4,2,2,MD;기획
R05199,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R04734,3.0,,,0,0,2104;2110;2507;2703;2707,4,2,2,
R05867,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R04767,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R01967,3.0,,,0,0,2107;2201;2204;2205;2707,3,2,1,영업관리;영업지원
R05697,3.0,,,0,0,2501;2507;2707,2,2,2,
R03119,3.0,,,0,0,2507;2707,2,2,1,
R01981,3.0,,,0,0,2507;2204;2201,3,2,1,
R00072,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03112,3.0,,,0,0,2810;2707;2507;2501,3,2,1,
R02171,3.0,,,0,0,2507;2707,3,7,2,
R02723,3.0,,,0,0,2507;2707,3,2,1,
R05470,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R01739,3.0,,,0,0,2101;2108;2201;2707,4,2,1,MD;상품기획;기획MD;여성복
R06009,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02201,3.0,,,0,0,2501;2507;2707;2810,4,2,2,
R02772,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2707;2810;3008;3099,3,2,1,
R04645,5.0,,,0,0,2108;2707;2810,2,2,1,의류;프로모션;직생산;생산MD
R01831,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,4,2,2,
R01193,3.0,,,0,0,2707;2204;2201;2507,4,2,1,
R01916,3.0,,,0,0,2507;2707,3,2,1,
R00968,3.0,,,0,0,2507;2707,3,7,2,
R00098,3.0,,,0,0,2101;2507;2707,4,8,1,
R04385,3.0,,,0,0,2507;2204;2201,4,1,1,
R01495,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,MD;상품배분
R03580,3.0,,,0,0,2507;2707,3,2,1,
R05981,3.0,,,0,0,2507;2707;2810,2,2,1,
R05164,3.0,,,0,0,2101;2108;2201;2707,4,2,1,여성MD;상품기획;기획MD
R00272,3.0,,,0,0,2204;2205;2707,4,2,2,
R01736,3.0,,,0,0,2501;2507;2707;2810,3,2,2,
R01583,3.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2707,4,2,1,거래처관리;매장관리;매장시설관리;의류;섬유;사무관리;의복;영업기획;영업지원;영업관리;판매영업;거래선개발관리;의상;액세서리;판매관리;잡화;채널영업;일반영업
R02918,3.0,,,0,0,2507;2703;2707,2,2,2,
R01140,3.0,,,0,0,2101;2102;2201;2204;2205;2707,3,2,2,
R02558,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02574,3.0,,,0,0,2507;2707,3,2,1,
R02233,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R05096,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06582,3.0,,,0,0,2507;2707;2810,3,2,2,
R03015,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,4,2,2,
R03858,3.0,,,0,0,2109;2203;2302;2303;2707,2,2,2,
R06316,3.0,1.0,,0,0,2707;2507,3,2,1,
R04883,3.0,,,0,0,2108;2201;2204;2205;2707;2810,2,2,2,
R05197,3.0,,,0,0,2507;2707;2810,2,2,1,
R02837,3.0,,,0,0,2507;2707,3,2,2,
R06307,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R05402,3.0,1.0,,0,0,2799;2707;2507,3,2,1,
R04465,3.0,,,0,0,2507;2707,4,2,2,
R05667,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03561,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00320,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04970,3.0,,,0,0,2204;2205;2707,3,2,1,
R05719,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R05152,3.0,,,0,0,2707;2507;2110;2109,3,2,2,
R00608,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04328,3.0,,,0,0,2507;2707,2,2,1,
R00345,3.0,,,0,0,2501;2507;2703;2707,3,2,1,
R06165,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03665,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R02709,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02191,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06240,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R04084,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R05732,5.0,,,0,0,2101;2108;2201;2204;2205;2707;2810,3,2,1,
R06493,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R06272,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R01101,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R01186,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R05776,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05092,3.0,,,0,0,2201;2204;2205;2707,3,2,1,영업;매장영업;백화점
R02856,5.0,,,0,0,2201;2204;2205;2707,4,2,2,
R00150,3.0,,,0,0,2108;2109;2707;2810,3,2,2,
R02895,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R05620,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R06634,3.0,,,0,0,2108;2707;2810,3,2,2,
R06354,3.0,,,0,0,2507;2707,4,2,1,피팅;디자이너;여성복;캐릭터
R04880,3.0,,,0,0,2204;2205;2707,3,2,2,VMD
R03525,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,영업MD;의류;MD
R06530,3.0,,,0,0,2201;2204;2507,4,2,1,
R04925,3.0,,,0,0,2101;2102;2108;2201;2707,3,2,2,
R00397,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R01051,3.0,,,0,0,2101;2507;2707,3,2,1,
R00502,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R06134,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05601,3.0,,,0,0,2501;2507;2703;2707,4,2,2,
R00742,3.0,,,0,0,2108;2707;2810,2,2,2,
R00866,5.0,,,0,0,2204;2205;2707,3,2,1,
R02063,3.0,1.0,,0,0,2799;2707;2507,3,2,1,
R02486,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업MD;여성복
R02642,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R04168,3.0,,,0,0,2204;2205;2707,3,2,1,
R01152,3.0,,,0,0,2507;2707,4,8,1,
R02869,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06427,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,3,2,1,
R00359,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06295,3.0,,,0,0,2110,2,2,2,
R03865,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R05841,3.0,,,0,0,2507;2707;2810,3,2,1,
R04700,3.0,,,0,0,2204;2205;2507;2707,4,2,1,
R02380,3.0,,,0,0,2302;2303,3,2,2,
R04302,3.0,,,0,0,2507;2707,3,8,1,
R05788,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R00219,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03245,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05733,3.0,,,0,0,2101;2104;2105;2507;2703;2707;3008;3099,4,8,2,
R00566,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R00238,3.0,,,0,0,2201;2204;2205;2707,4,2,1,영업관리
R04086,3.0,,,0,0,2204;2205;2707,3,2,2,
R00406,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00331,3.0,,,0,0,2507;2707,3,2,1,
R00687,3.0,20.0,,0,0,2507;2110;2101,4,2,1,
R05969,3.0,,,0,0,2507;2707,4,2,2,
R03812,3.0,,,0,0,2204;2205;2707,2,2,2,
R02422,3.0,,,0,0,2507;2707,3,2,2,
R05897,3.0,,,0,0,2507,3,2,2,
R00341,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업MD;MD
R02135,3.0,,,0,0,2507;2707;2810,4,2,1,
R06446,3.0,,,0,0,2507;2707,3,2,1,
R06129,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02638,3.0,,,0,0,2204;2205;2707;3007,4,2,1,
R05445,3.0,,,0,0,2501;2507;2707,4,7,1,
R04503,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01392,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06405,3.0,,,0,0,2507;2707;2810,2,2,1,
R01579,3.0,,,0,0,2507;2707,3,2,1,
R06138,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04650,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,4,2,1,
R01416,3.0,20.0,,0,0,2101;2108;2201;2507;2707,2,2,2,
R02532,3.0,,,0,0,2108;2707;2810,4,2,1,
R06442,3.0,,,0,0,2204;2205;2707,3,2,2,디스플레이;마케팅;판촉;홍보
R02503,3.0,,,0,0,2507;2707,2,2,1,
R04337,3.0,20.0,,0,0,2108;2109;2203;2507,4,2,2,
R02581,3.0,20.0,20.0,0,0,2108;2204;2205;2707;2810,2,2,1,
R05224,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008,4,2,1,영업;대리점영업;아울렛영업;백화점영업
R00278,3.0,,,0,0,2507,2,2,1,
R04712,3.0,,,0,0,2101;2104;2105;2109;2203;2302;2707;3008;3099,4,2,2,
R04766,3.0,,,0,0,2201;2707;2799,3,2,1,
R03911,3.0,,,0,0,2109;2507;2707;2810,3,8,1,
R03202,3.0,,,0,0,2204;2205;2707,4,2,1,
R01444,3.0,,,0,0,2101;2108;2201;2204;2205;2707;2810,2,2,1,
R01932,3.0,,,0,0,2107;2108;2109;2507;2707;2810,2,2,2,
R05104,3.0,,,0,0,2501;2507;2707,4,7,1,캐주얼웨어;디자이너;여성복;피팅모델
R04659,3.0,,,0,0,2507;2707,3,2,1,
R00159,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R04441,3.0,,,0,0,2507;2707,3,7,1,
R06325,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008;3099,2,2,1,
R04461,3.0,,,0,0,2501;2507;2707,4,8,1,
R05261,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,
R04083,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R00427,3.0,,,0,0,2110;2201;2204;2205;2707,4,2,2,
R05643,3.0,,,0,0,2507;2707,3,2,2,
R02333,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,
R05785,3.0,,,0,0,2201;2204;2205;2707,4,2,1,에프앤에프;MLBKIDS;영업팀;담당;백화점
R05822,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01999,3.0,,,0,0,2201;2507;2707,4,2,1,
R06358,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01508,3.0,,,0,0,2507;2707;2810,3,2,1,
R02980,3.0,,,0,0,2108;2109;2707;2810,3,2,2,
R04745,3.0,,,0,0,2507;2707,3,2,1,
R02894,5.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03177,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R02078,3.0,,,0,0,2507;2707,3,2,2,
R05236,3.0,,,0,0,2507;2707,4,2,1,
R06038,3.0,,,0,0,2507;2703;2707,3,2,2,
R00647,3.0,,,0,0,2101;2108;2111;2201;2204;2205;2206;2707,4,2,1,매니저관리;VMD관리;판매촉진;매니저채용;바이어상담
R04924,3.0,,,0,0,2507;2707;2810,3,2,1,
R04959,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R06283,3.0,,,0,0,2201;2204,2,2,1,
R02477,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06377,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05940,3.0,,,0,0,2113;2201;2204;2205;2707;3103;3199,3,2,1,
R06066,3.0,,,0,0,2109;2507;2707,3,2,2,
R06585,3.0,,,0,0,2109;2507;2703;2707,4,2,2,
R03325,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R01341,3.0,,,0,0,2501;2507;2707,3,2,1,
R05245,3.0,,,0,0,2507;2707,3,2,2,
R01591,3.0,,,0,0,2507;2707;2810,2,2,1,
R04990,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2507;2707;3008;3099,2,2,2,온라인마케팅;프로모션;영엽총괄;광고;영업기획;디자이너;영업지원;판촉;영업관리;마케팅전략기획;마케팅;업무제휴
R05854,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R00576,3.0,,,0,0,2109,3,2,2,
R03104,3.0,,,0,0,2507;2707,3,2,1,
R00825,3.0,,,0,0,2101;2104;2105;2204;2205;2302;2303;2507;2707;3008;3099,3,2,2,
R01169,3.0,,,0,0,2507;2707,2,2,2,
R05894,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R00611,3.0,,,0,0,2507;2707,4,2,2,소재디자이너
R01702,3.0,,,0,0,2501;2507;2707,4,8,1,
R04552,3.0,,,0,0,2507;2707,4,2,1,
R05083,3.0,,,0,0,2507;2707,3,2,1,
R04401,3.0,,,0,0,2507;2201;2111;2109;2110,4,2,1,
R01244,3.0,,,0,0,2101;2107;2108;2109;2110;2111;2201;2203,2,2,1,
R04983,3.0,,,0,0,2101;2107;2201;2204;2205;2206;2707,3,2,2,
R02377,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04948,3.0,,,0,0,2299;2201,4,2,1,
R00626,3.0,,,0,0,2507;2707,3,2,1,
R02812,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,2,
R04347,3.0,,,0,0,2507;2707,3,2,1,
R04579,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R01923,3.0,,,0,0,2101;2108;2201;2707,3,2,1,상품기획MD
R05652,3.0,,,0,0,2101;2201;2204;2205;2707,4,8,2,
R02187,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,2,
R05500,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R05060,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R00015,3.0,,,0,0,2204;2205;2707,4,2,2,
R02096,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03570,3.0,,,0,0,2707;2703;2507,3,2,1,
R06685,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04825,3.0,,,0,0,2507;2707,3,7,1,
R06086,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04028,3.0,,,0,0,2101;2102;2108;2109;2110;2201;2203;2204,3,2,1,
R01177,3.0,,,0,0,2501;2507;2707,2,2,2,
R02579,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,상품분석;MD;재고관리;영업;시장조사
R03772,3.0,,,0,0,2507;2707;2810,2,2,2,
R00437,3.0,,,0,0,2201;2204;2205;2707;2799,2,2,2,
R01620,5.0,,,0,0,2507;2707,3,2,1,
R04891,3.0,,,0,0,2204;2507,4,2,2,
R06602,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04977,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,영업MD;여성복MD;영업기획;영업엠디
R01704,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R02748,3.0,,,0,0,2507;2707,2,2,1,
R00174,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00948,3.0,,,0,0,2507;2707,3,2,1,
R04027,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02226,3.0,,,0,0,2507;2703;2707,3,2,1,
R01391,3.0,,,0,0,2507;2707,3,2,2,
R05458,3.0,,,0,0,2707;2507,4,2,1,
R03061,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R02059,3.0,,,0,0,2707;2507;2204,3,2,1,
R00664,3.0,,,0,0,2507;2707,3,2,1,스타일디자인
R02305,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00811,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06518,3.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2302,4,2,1,
R02637,3.0,,,0,0,2101;2104;2105;2204;2205;2707,4,2,1,
R02769,3.0,,,0,0,2101;2109;2201;2204;2205;2302;2303;2507,4,2,2,
R06648,3.0,,,0,0,2507;2707,3,2,1,
R04104,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R05791,3.0,,,0,0,2507;2707,4,8,2,
R02596,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02516,3.0,,,0,0,2507;2707,2,2,2,
R03141,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R02127,3.0,,,0,0,2507;2707,4,2,1,
R02143,3.0,,,0,0,2101;2102;2108;2201;2204;2205;2707,2,2,1,
R00603,3.0,,,0,0,2507;2707;2810,4,2,2,
R01842,3.0,,,0,0,2101;2108;2201;2707,3,2,2,머천다이저;캐주얼웨어;MD
R01043,3.0,,,0,0,2107;2201;2204;2205;2707,2,2,1,
R04663,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04906,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02868,3.0,,,0,0,2102;2707,3,2,2,영업관리
R00547,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00633,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2205;2299;2507;2707;2810,3,2,1,영업MD;상품기획;디자이너;기획MD;생산관리;영업
R06568,3.0,,,0,0,2507;2707;2810,2,2,1,
R02763,3.0,,,0,0,2507;2707,3,8,1,
R06440,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02616,3.0,,,0,0,2204;2707;2507,3,2,2,
R04877,5.0,,,0,0,2707;3103;3199,2,2,1,
R04178,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06084,3.0,,,0,0,2507;2707,4,2,1,
R05873,5.0,,,0,0,2507;2707;2810,4,2,1,
R02913,3.0,,,0,0,2707;2507;2204;2201,3,2,1,
R02496,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R06268,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R03060,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02725,3.0,,,0,0,2507,4,2,1,
R03035,3.0,,,0,0,2507;2707,4,2,1,
R02174,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R01680,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R00541,3.0,,,0,0,2507,3,2,1,
R02668,3.0,,,0,0,2104;2204;2205;2707,4,2,1,
R04728,3.0,,,0,0,2102;2201;2204;2205;2707,2,2,1,
R06128,3.0,,,0,0,2507;2707,2,2,1,
R02315,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05428,3.0,,,0,0,2108;2707;2810,4,2,1,
R04804,3.0,,,0,0,2507;2707,3,2,2,
R03132,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05913,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R02401,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,4,2,1,
R02533,3.0,,,0,0,2108;2707;2810,4,2,1,
R05985,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,2,2,2,
R05127,3.0,,,0,0,2707;2507;2299;2205;2204;2201;2199;2111;2110,3,2,1,
R00095,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R04530,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R00632,3.0,,,0,0,2201;2204;2205;2707,3,2,2,영업관리
R02552,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03877,3.0,,,0,0,2101;2108;2201;2707,4,8,2,
R00029,3.0,,,0,0,2101;2108;2201;2204;2205;2501;2507;2707;2810,2,2,2,
R00383,3.0,,,0,0,2507;2703;2707,2,2,1,
R01784,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03972,3.0,,,0,0,2101;2108;2201;2507;2707,2,2,2,
R03715,3.0,20.0,,0,0,2101;2201;2204;2205;2507;2703;2707,2,2,2,
R01818,3.0,,,0,0,2507;2707,3,7,1,
R00366,3.0,,,0,0,2507;2707,3,2,1,
R03875,3.0,,,0,0,2507;2707,3,2,1,
R04544,5.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05874,3.0,,,0,0,2507;2707;2810,4,2,1,
R03108,3.0,,,0,0,2101;2108;2201;2507;2707,4,8,1,
R02106,3.0,,,0,0,2507;2707,3,2,1,
R06342,5.0,,,0,0,2507;2707,3,2,1,의류;디자이너;레포츠;패션
R04895,3.0,,,0,0,2707;2507;2503,3,2,1,
R05760,3.0,,,0,0,2108;2109;2707;2810,2,2,1,
R05936,3.0,,,0,0,2507;2707;2810,2,2,1,
R04963,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R05827,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01360,3.0,,,0,0,2108;2707;2810,2,2,2,
R06215,3.0,,,0,0,2507;2707,3,8,1,디자이너
R00284,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,2,
R03317,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02914,3.0,,,0,0,2507;2707,3,2,1,
