resume_seq,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major,univ_sub_major,univ_major_type,univ_score
U00534,21,일반고,사립,남자학교,3,5,5,0,4,,,18,70.0
U05379,21,일반고,공립,남여공학,5,0,0,0,0,,,9,70.0
U04917,21,일반고,공립,남여공학,3,5,5,0,3,,,3,80.0
U05728,21,일반고,사립,남자학교,6,5,5,0,3,,,3,70.0
U04442,0,기타,기타,기타,0,5,5,0,3,,,20,0.0
U00463,21,일반고,공립,여자학교,17,5,5,0,3,,,9,90.0
U00993,21,자율고,사립,남자학교,9,3,5,0,7,,,10,60.0
U05357,21,일반고,공립,남여공학,3,5,5,0,5,,,9,80.0
U04576,19,특목고,사립,남여공학,5,5,5,0,3,,,9,80.0
U01820,21,일반고,사립,여자학교,3,5,5,0,3,장식미술학과,,9,0.0
U01732,21,일반고,사립,남자학교,14,5,5,0,5,,,14,60.0
U03167,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U02624,21,자율고,사립,남자학교,3,5,5,0,3,,,2,70.0
U07195,0,기타,기타,기타,0,3,6,0,3,,,3,60.0
U01381,21,자율고,사립,남자학교,3,5,5,0,15,건축공학과,건축공학과,14,80.0
U00213,21,일반고,사립,남자학교,15,0,0,0,0,Merchandising,BusinessAccounting,3,70.0
U05475,0,기타,기타,기타,0,5,8,0,17,,패션디자인섬유공학과,3,90.0
U03512,0,기타,기타,기타,0,0,0,0,0,,,9,83.0
U04082,21,자율고,사립,남자학교,3,5,5,0,4,,,5,80.0
U03075,16,특성화고,공립,남여공학,5,5,7,0,3,미국학과,,5,60.0
U00336,21,일반고,사립,여자학교,11,5,10,1,5,영여영문학,,8,90.0
U02915,21,일반고,공립,남자학교,3,5,5,0,5,,,15,70.0
U00831,21,일반고,공립,남자학교,3,5,5,0,10,프랑스문화관광학과,,5,70.0
U07667,21,일반고,사립,남여공학,3,5,5,0,3,,,5,80.0
U06286,21,일반고,공립,남자학교,4,5,5,0,10,,,5,60.0
U07229,0,기타,기타,기타,0,5,5,0,18,,,9,80.0
U05182,21,일반고,공립,남자학교,15,3,5,0,15,,,10,70.0
U01552,21,일반고,공립,남여공학,5,5,5,0,4,물류유통학,,3,70.0
U02722,21,일반고,공립,여자학교,3,5,5,0,5,,,19,80.0
U04125,21,일반고,공립,남여공학,3,5,10,0,5,,,9,80.0
U07203,21,일반고,공립,남여공학,3,5,5,0,17,,,18,70.0
U00329,21,일반고,공립,남여공학,5,5,5,0,3,,,5,70.0
U05949,21,일반고,공립,남자학교,13,4,5,0,13,,,6,70.0
U08180,21,자율고,사립,남여공학,3,5,5,0,3,산업미술학과섬유미술전공,,9,90.0
U04905,0,기타,기타,기타,0,5,5,0,5,,,5,70.0
U06266,21,자율고,공립,남여공학,13,5,10,0,3,전기과복학의사없음,,12,0.0
U05594,21,일반고,공립,남자학교,18,5,5,0,3,,,3,20.0
U02767,21,일반고,사립,남여공학,4,5,5,0,17,,,3,80.0
U00943,21,일반고,공립,남여공학,5,0,0,0,0,Footweardesign,,9,75.0
U07819,21,일반고,공립,남여공학,3,5,10,0,5,,,5,70.0
U04425,21,일반고,공립,남여공학,3,5,5,0,3,,,0,70.0
U03725,21,일반고,공립,남여공학,4,5,5,0,18,,,8,80.0
U01893,21,일반고,사립,남여공학,3,5,7,0,3,,,3,80.0
U01998,21,일반고,사립,여자학교,13,5,5,0,18,,,9,80.0
U04534,21,일반고,공립,남여공학,3,5,5,0,5,공예섬유전공,,9,90.0
U05531,0,기타,기타,기타,0,4,5,0,13,,,5,70.0
U05264,21,일반고,사립,남자학교,3,5,5,0,10,,,13,80.0
U01651,0,기타,기타,기타,0,3,5,0,6,,,3,90.0
U07887,21,일반고,사립,여자학교,3,5,5,0,5,,,9,80.0
U03021,21,일반고,공립,여자학교,5,5,5,0,3,,,4,80.0
U04678,21,일반고,공립,남여공학,3,5,5,0,5,,,2,70.0
U04241,21,일반고,사립,여자학교,3,5,5,0,5,,,9,80.0
U01278,21,일반고,공립,남여공학,11,5,5,0,3,,,9,0.0
U04030,21,일반고,공립,여자학교,6,3,5,0,6,,,0,80.0
U02434,21,일반고,공립,여자학교,3,5,5,0,5,,,9,80.0
U01277,21,일반고,공립,여자학교,5,5,5,0,3,,,5,80.0
U05358,21,일반고,공립,남여공학,3,5,5,0,3,,,9,60.0
U04306,21,일반고,사립,여자학교,3,5,5,0,3,,,5,70.0
U00418,21,일반고,사립,여자학교,6,5,5,0,3,,,19,80.0
U01694,0,기타,기타,기타,0,5,5,0,3,,,0,80.0
U08312,21,일반고,사립,남여공학,3,5,5,0,3,,,3,80.0
U02532,21,일반고,사립,여자학교,5,5,5,0,5,,,9,90.0
U03720,21,일반고,공립,여자학교,15,5,5,0,10,,,4,70.0
U03837,21,일반고,사립,여자학교,3,5,5,0,5,,,19,90.0
U03084,0,기타,기타,기타,0,5,5,0,17,,,9,80.0
U00304,21,일반고,사립,남자학교,3,5,5,0,3,,,9,80.0
U07748,21,일반고,공립,남여공학,3,5,5,0,3,,의류환경학,4,80.0
U03870,21,일반고,사립,남여공학,11,5,5,0,11,,,4,70.0
U03992,21,일반고,사립,남자학교,3,5,5,0,3,,,0,70.0
U05041,0,기타,기타,기타,0,5,5,0,11,,,4,80.0
U07925,0,기타,기타,기타,0,5,5,0,5,,,3,70.0
U07080,21,일반고,공립,여자학교,7,5,5,0,7,,,9,80.0
U04848,21,일반고,사립,여자학교,3,5,10,0,3,,,4,70.0
U00430,21,일반고,공립,남여공학,5,3,5,0,7,,,4,70.0
U01653,21,일반고,사립,여자학교,15,3,5,0,15,예술대학미술학과,,9,90.0
U05065,21,일반고,공립,여자학교,14,3,5,0,14,,,0,90.0
U01844,16,특성화고,사립,여자학교,8,5,5,0,8,,,9,80.0
U07115,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U00639,21,일반고,사립,여자학교,11,5,5,0,12,섬유패션디자인,,9,80.0
U03282,21,일반고,공립,남여공학,3,5,5,0,3,응용생물화학과,,4,70.0
U06898,21,일반고,사립,남여공학,17,5,10,0,3,,,9,70.0
U08267,0,기타,기타,기타,0,0,0,0,0,패션비지니스학,,20,0.0
U00632,21,일반고,공립,남여공학,5,0,0,0,0,머천다이징,,20,90.0
U00383,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U06075,21,자율고,사립,남자학교,3,5,5,0,11,,영어영문무역학,8,0.0
U03582,21,자율고,공립,남여공학,5,5,5,0,3,,,9,90.0
U02798,0,기타,기타,기타,0,5,5,0,3,,,9,60.0
U04512,21,일반고,사립,여자학교,11,5,5,0,11,,,19,80.0
U01456,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U07154,0,기타,기타,기타,0,3,6,0,3,,,4,90.0
U07554,0,기타,기타,기타,0,5,5,0,7,,,0,80.0
U08052,21,자율고,공립,남자학교,7,3,5,0,10,,,19,70.0
U07416,21,일반고,사립,남자학교,3,5,5,0,5,,,3,70.0
U02033,21,일반고,사립,남여공학,5,5,10,0,5,공업경영학과,,20,3.7
U01896,0,기타,기타,기타,3,3,6,0,3,,,3,0.0
U02228,0,기타,기타,기타,0,5,10,0,5,,,9,70.0
U04383,21,일반고,공립,남자학교,3,5,5,0,17,산업안전공,,2,70.0
U04462,0,기타,기타,기타,0,5,5,0,7,,,4,70.0
U00365,21,일반고,공립,남자학교,3,5,5,0,13,,,4,60.0
U05390,21,일반고,사립,남자학교,3,5,5,0,5,,,8,60.0
U03948,21,일반고,사립,여자학교,3,5,5,0,3,,,19,60.0
U00069,21,일반고,사립,여자학교,3,5,5,0,3,,,9,90.0
U07656,21,일반고,사립,남자학교,15,3,5,0,15,,,4,80.0
U06426,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U02328,21,일반고,사립,남자학교,11,0,0,0,0,신학과,사회복지학,21,70.0
U06894,21,자율고,공립,남자학교,11,5,5,0,11,,,0,90.0
U08143,8,특성화고,사립,남여공학,3,5,5,0,3,,,9,70.0
U04553,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U00929,21,일반고,공립,남여공학,3,5,5,0,3,,섬유미술패션디자인학과,9,80.0
U05120,21,일반고,공립,여자학교,12,3,5,0,9,식품공학과,,10,90.0
U04006,21,일반고,사립,남여공학,5,5,5,0,17,유전공학과,,16,3.07
U01897,21,일반고,공립,남자학교,11,5,5,0,3,,,9,80.0
U01077,21,일반고,공립,남여공학,5,0,0,0,0,,,9,70.0
U06038,21,일반고,공립,남여공학,3,5,5,0,17,,,5,80.0
U07002,21,일반고,공립,남여공학,5,5,5,0,3,,,19,70.0
U06550,21,일반고,공립,남자학교,3,5,5,0,3,,,18,80.0
U05152,21,일반고,사립,여자학교,17,5,5,0,18,,,9,80.0
U02140,21,일반고,공립,남자학교,13,5,5,0,3,의생활학부의류패션전공,,9,70.0
U00891,21,일반고,사립,남자학교,3,3,5,0,4,,,9,70.0
U06404,0,기타,기타,기타,0,5,5,0,5,,,19,80.0
U03774,21,일반고,공립,남여공학,5,5,5,0,5,,,9,90.0
U01281,21,일반고,공립,남자학교,9,5,5,0,7,,,8,80.0
U05841,21,자율고,공립,여자학교,17,5,5,0,3,,,9,70.0
U04477,21,일반고,사립,여자학교,6,3,5,0,6,,,4,80.0
U06235,2,특성화고,공립,남여공학,12,5,5,0,7,의류패션전공,,20,80.0
U06814,21,일반고,사립,남자학교,11,5,5,0,11,경영정보,,3,70.0
U02780,21,일반고,사립,남자학교,3,5,5,0,5,심리학,,5,60.0
U07713,21,일반고,사립,남여공학,3,5,5,0,5,,,9,80.0
U07608,21,일반고,공립,남여공학,3,5,5,0,3,경제학,,3,20.0
U05551,21,일반고,사립,남여공학,5,5,5,0,3,,,9,70.0
U06666,21,일반고,공립,여자학교,15,3,5,0,15,의류학과의류학전공심화,,9,80.0
U05714,21,일반고,사립,여자학교,3,0,0,0,0,,,19,80.0
U05351,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U06707,21,일반고,사립,여자학교,9,5,5,0,5,,,3,80.0
U02707,21,일반고,공립,여자학교,18,5,5,0,3,,,0,80.0
U01493,21,자율고,공립,여자학교,10,3,5,0,10,,,10,90.0
U04896,21,일반고,공립,여자학교,3,5,5,0,3,,,5,70.0
U07072,0,기타,기타,기타,3,5,5,0,17,재료금속공학과,,13,70.0
U04208,8,특성화고,공립,남여공학,5,5,5,1,5,,,7,70.0
U06137,0,기타,기타,기타,3,5,5,0,3,,,9,90.0
U06558,19,특목고,사립,남여공학,3,0,0,0,0,,,9,16.38
U04588,21,일반고,사립,여자학교,7,5,5,0,7,,,9,80.0
U04494,0,기타,기타,기타,3,0,0,0,0,,,9,90.0
U06758,21,일반고,사립,남자학교,3,3,6,0,3,,,5,60.0
U06509,21,자율고,공립,남여공학,5,5,5,0,18,,,9,60.0
U02958,0,기타,기타,기타,3,5,7,0,3,,,5,90.0
U05394,21,일반고,공립,남여공학,5,5,5,0,10,,,4,70.0
U08194,21,일반고,사립,남자학교,3,5,5,0,3,,,4,70.0
U05066,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U00368,21,일반고,공립,남여공학,3,5,5,0,17,,,3,70.0
U05491,21,일반고,공립,남여공학,5,5,5,0,17,,,5,70.0
U04186,21,일반고,사립,남자학교,3,5,5,0,3,,,3,70.0
U07845,21,자율고,공립,남자학교,10,5,5,0,3,수학,,4,70.0
U02895,0,기타,기타,기타,0,5,5,0,3,의류학과패션디자인,,5,90.0
U04902,21,자율고,사립,남여공학,15,3,5,0,15,,,20,80.0
U01293,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U05993,21,일반고,사립,여자학교,5,0,0,0,0,BachelorofScienceFashion,,9,60.0
U07183,21,자율고,사립,남자학교,3,4,5,0,13,,전산,4,80.0
U02135,21,일반고,공립,남여공학,5,5,5,0,5,스타일리스트학,,0,90.0
U03702,21,일반고,공립,남자학교,3,5,5,0,3,,,5,70.0
U05744,21,일반고,공립,남여공학,3,0,0,0,0,,,9,80.0
U05365,0,기타,기타,기타,0,3,5,0,8,,,5,70.0
U08225,0,기타,기타,기타,0,5,5,0,18,,,9,80.0
U04152,21,자율고,공립,남여공학,5,5,5,0,5,,,9,80.0
U01260,21,일반고,사립,여자학교,3,5,5,0,3,,,0,70.0
U04174,21,일반고,공립,여자학교,11,3,5,0,11,,,0,70.0
U02493,21,자율고,사립,남자학교,3,5,5,0,5,,,8,80.0
U06616,0,기타,기타,기타,0,5,5,0,5,,,9,90.0
U01388,21,일반고,공립,남여공학,3,5,5,0,3,,,19,70.0
U08469,21,일반고,공립,여자학교,4,5,5,0,3,,,9,70.0
U01347,0,기타,기타,기타,0,5,5,0,10,,,8,80.0
U00650,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U04120,21,자율고,사립,여자학교,3,5,5,0,3,,,9,70.0
U05677,0,기타,기타,기타,0,5,5,0,5,정보통계,,4,80.0
U06193,21,자율고,공립,남여공학,10,5,5,0,3,,,9,60.0
U01486,0,기타,기타,기타,0,5,5,0,11,의류학과현의상학과,,19,80.0
U05020,21,일반고,공립,남자학교,13,5,5,0,13,,,19,20.0
U04067,21,자율고,사립,남자학교,3,0,0,0,0,,,7,60.0
U02657,21,일반고,사립,남여공학,5,5,5,0,5,,,5,80.0
U04924,0,기타,기타,기타,0,0,0,0,0,,,9,12.48
U07096,0,기타,기타,기타,0,5,7,0,3,상담심리학과,,5,90.0
U02878,21,일반고,사립,여자학교,6,5,5,0,5,,,9,80.0
U05192,21,일반고,공립,남여공학,3,5,5,0,5,,,5,80.0
U07560,21,일반고,공립,여자학교,7,3,5,0,7,,,19,80.0
U01387,0,기타,기타,기타,0,5,10,0,5,섬유의류비지니스과,,10,90.0
U05947,21,일반고,사립,남여공학,3,5,5,0,3,,,9,70.0
U04950,21,일반고,공립,남자학교,9,5,5,0,3,,,3,90.0
U01259,21,일반고,공립,남여공학,3,4,5,0,13,테크노경영학과,,3,80.0
U04437,21,자율고,공립,남여공학,7,3,5,0,17,,의류상품학과,8,80.0
U00768,21,일반고,공립,여자학교,3,0,0,0,0,,,3,70.0
U07785,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U02720,21,일반고,공립,여자학교,7,5,5,0,3,,,4,80.0
U08374,21,일반고,사립,남자학교,7,5,5,0,11,,,5,60.0
U00950,21,일반고,사립,남자학교,3,0,0,0,0,국제경제무역,,3,70.0
U08377,21,일반고,공립,남여공학,5,5,5,0,3,,세라믹디자인학과,9,70.0
U02500,21,일반고,공립,남자학교,3,5,5,0,3,,,0,60.0
U04932,21,일반고,사립,남여공학,5,5,5,0,5,식품생물공학,,4,0.0
U01164,21,일반고,공립,남자학교,3,5,5,0,3,,,3,70.0
U00237,21,일반고,공립,남여공학,10,5,5,0,10,디자인학부도자전공,,9,90.0
U00294,21,일반고,사립,여자학교,10,3,5,0,10,,,4,80.0
U04833,8,특성화고,공립,남여공학,6,5,8,0,15,무역경영,,3,90.0
U06892,0,기타,기타,기타,3,5,10,0,3,,,15,3.4
U04349,21,일반고,공립,남여공학,5,5,5,0,18,,,9,0.0
U01184,0,기타,기타,기타,0,5,5,0,17,,,9,80.0
U01519,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U04213,21,일반고,공립,여자학교,5,5,5,0,5,,,19,70.0
U07217,21,일반고,사립,남자학교,10,3,5,0,10,,,8,70.0
U01751,21,일반고,사립,남여공학,5,5,5,0,7,,,9,70.0
U02679,21,일반고,공립,남자학교,3,5,5,0,3,,,4,70.0
U02499,19,특목고,사립,남여공학,3,5,5,0,5,,,9,70.0
U01093,21,일반고,사립,남자학교,13,3,5,0,3,,,6,3.5
U05976,0,기타,기타,기타,0,0,0,0,0,편입과목이수,,0,90.0
U07380,0,기타,기타,기타,0,5,5,0,8,,,9,80.0
U00862,0,기타,기타,기타,0,5,5,0,18,,,10,0.0
U06099,21,자율고,공립,남여공학,10,5,5,0,10,,,4,80.0
U00785,0,기타,기타,기타,0,5,5,0,15,,,19,70.0
U05560,21,일반고,공립,남여공학,4,0,0,0,0,,,9,80.0
U08419,20,특목고,공립,남여공학,18,0,0,0,0,FashionMerchandisng,Photograph,5,80.0
U04652,21,일반고,사립,여자학교,3,5,5,0,3,가족경영소비자학의상학,,19,80.0
U06712,0,기타,기타,기타,0,5,10,0,3,산업공예디자인,,9,80.0
U03194,0,기타,기타,기타,0,5,5,0,6,,,9,80.0
U05224,0,기타,기타,기타,3,5,5,0,3,,,9,80.0
U08479,21,자율고,사립,남여공학,3,3,6,0,3,가정과,,9,0.0
U07017,21,일반고,사립,남자학교,14,5,5,0,15,,,8,80.0
U04377,21,일반고,사립,여자학교,13,0,0,0,0,,,9,80.0
U07459,21,일반고,사립,남여공학,5,5,5,0,5,,,0,80.0
U02525,0,기타,기타,기타,0,5,5,0,3,,,9,4.0
U03560,21,일반고,사립,여자학교,9,5,5,0,7,,,4,90.0
U01915,21,일반고,사립,여자학교,3,0,0,0,0,패션디자인제학위,,19,80.0
U01418,16,특성화고,사립,여자학교,11,5,5,0,9,,,9,80.0
U02735,21,일반고,공립,남여공학,5,0,0,0,0,,,9,70.0
U01398,16,특성화고,사립,여자학교,10,5,5,0,18,패션예술학부,,9,80.0
U07157,21,일반고,사립,남자학교,3,5,5,0,4,환경식물과학,,4,60.0
U01257,0,기타,기타,기타,5,5,10,0,5,,,9,80.0
U02668,0,기타,기타,기타,0,5,5,0,5,,금속공예,9,80.0
U04336,0,기타,기타,기타,0,5,5,0,17,,,9,20.0
U04554,0,기타,기타,기타,0,5,5,0,13,생활과학대학의류디자인학,경영대학경영학,19,70.0
U00415,21,일반고,공립,남여공학,5,5,5,0,3,,,8,60.0
U03819,0,기타,기타,기타,0,3,6,0,3,,,3,0.0
U04464,21,일반고,공립,남여공학,0,5,5,0,11,,,9,80.0
U05775,21,일반고,사립,남자학교,3,5,5,0,5,,,8,80.0
U06100,21,일반고,사립,여자학교,5,5,5,0,5,,,3,80.0
U04352,21,일반고,공립,남여공학,5,5,5,0,17,,,8,60.0
U05602,21,자율고,공립,남여공학,14,5,5,0,14,,,2,70.0
U05924,21,자율고,사립,남여공학,7,5,5,0,7,,국제통상,19,70.0
U04099,0,기타,기타,기타,0,5,5,0,3,,,3,70.0
U00033,21,일반고,공립,여자학교,12,5,5,0,5,,,19,80.0
U07969,21,일반고,공립,남여공학,3,5,5,0,3,,,0,60.0
U04302,21,일반고,공립,남여공학,5,0,0,0,0,,,4,80.0
U00447,21,일반고,사립,여자학교,15,5,5,0,15,,,9,100.0
U04745,21,일반고,공립,남여공학,3,5,5,0,3,,,3,70.0
U06576,0,기타,기타,기타,0,5,5,0,15,순수미술서양화,,9,70.0
U00695,0,기타,기타,기타,5,5,5,0,3,,,4,70.0
U03277,21,일반고,사립,여자학교,7,5,5,0,5,,,5,80.0
U02580,0,기타,기타,기타,0,5,5,0,3,,,3,80.0
U02264,21,일반고,사립,여자학교,3,5,5,0,3,,,19,70.0
U02017,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U08167,21,일반고,사립,남여공학,18,5,5,0,7,,,0,70.0
U02805,20,특목고,사립,남여공학,5,5,5,0,5,,,8,3.0
U02185,21,일반고,사립,여자학교,0,5,5,0,8,,,9,90.0
U06724,21,일반고,사립,남여공학,5,5,5,0,15,,,3,70.0
U05767,0,기타,기타,기타,0,3,5,0,4,산업공예학과,,9,60.0
U01876,21,일반고,공립,남자학교,15,3,5,0,15,,,4,80.0
U03159,21,일반고,공립,남자학교,3,3,5,0,7,무역,,5,70.0
U02861,21,일반고,공립,남여공학,5,5,10,0,5,건축디자인과,,9,80.0
U02289,21,일반고,공립,남자학교,17,5,5,0,8,,,9,90.0
U07917,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U05422,22,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U05777,21,일반고,사립,남여공학,5,5,5,0,5,,,3,70.0
U02581,0,기타,기타,기타,0,5,5,0,5,,,3,0.0
U05012,21,일반고,사립,남여공학,17,5,5,0,5,,,19,80.0
U00065,21,일반고,사립,여자학교,0,5,5,0,8,조형디자인실내,,0,80.0
U02090,21,일반고,사립,남여공학,12,5,5,0,12,,,19,60.0
U06475,21,일반고,사립,여자학교,9,5,5,0,9,,,9,90.0
U07818,21,일반고,공립,남여공학,3,5,5,0,3,무대의상디자인,,0,20.0
U00953,21,일반고,공립,남자학교,3,5,5,0,3,,,11,70.0
U04354,21,일반고,사립,남여공학,5,5,5,0,5,,,3,60.0
U00812,21,일반고,공립,여자학교,3,5,5,0,3,,,9,80.0
U02922,21,일반고,사립,남자학교,3,5,8,0,17,,,10,80.0
U08046,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U05329,21,일반고,사립,남자학교,14,3,5,0,14,,,9,80.0
U02454,0,기타,기타,기타,3,3,6,0,3,,,3,20.0
U05916,21,자율고,사립,남자학교,3,5,5,0,3,,,3,70.0
U03020,0,기타,기타,기타,0,5,5,0,5,의상학과졸업,,19,0.0
U02739,19,특목고,사립,남여공학,3,5,5,0,3,동양화과,,9,70.0
U04860,21,일반고,사립,남여공학,13,5,5,0,17,,,9,80.0
U01470,21,일반고,공립,남자학교,13,5,8,0,15,정보통신공학과,,6,90.0
U04674,21,일반고,사립,여자학교,3,5,5,0,3,,,19,80.0
U01535,21,일반고,공립,남여공학,5,5,5,0,3,,,17,80.0
U01133,21,일반고,공립,남여공학,5,0,0,0,0,,,3,80.0
U05245,21,일반고,사립,여자학교,3,5,5,0,5,,,4,80.0
U01835,2,특성화고,사립,여자학교,15,5,5,0,15,,,9,0.0
U02008,21,일반고,사립,남여공학,3,5,5,0,3,,소비자주거학과,9,70.0
U03380,21,일반고,공립,남여공학,6,3,5,0,6,,,9,0.0
U02199,0,기타,기타,기타,0,5,5,0,5,,,9,90.0
U08281,21,일반고,공립,남자학교,3,5,5,0,3,,,3,70.0
U05280,21,일반고,사립,여자학교,4,5,5,0,3,,,9,80.0
U05434,21,일반고,사립,남자학교,17,5,5,0,18,,,10,70.0
U04279,21,자율고,공립,남자학교,18,0,0,0,0,미술학과서양화,,9,80.0
U00860,21,일반고,사립,여자학교,10,5,5,0,17,,,9,70.0
U02887,0,기타,기타,기타,5,5,5,0,17,,,3,50.0
U03980,21,일반고,공립,남자학교,11,5,5,0,11,컴퓨터정보네트워크공학,,10,60.0
U03925,21,일반고,사립,여자학교,3,5,5,0,5,패션산업정보전공,,4,80.0
U00126,21,일반고,공립,남여공학,14,5,5,0,3,실내건축디자인,,9,20.0
U07659,21,일반고,공립,남여공학,5,4,5,0,13,,,9,4.5
U04238,0,기타,기타,기타,0,5,10,0,5,레져스포츠학과,,9,80.0
U02152,0,기타,기타,기타,0,4,5,0,13,,,4,80.0
U06975,21,일반고,사립,남여공학,6,5,5,0,11,,,9,90.0
U01375,21,일반고,사립,남자학교,10,5,5,0,10,,,0,90.0
U06470,21,자율고,공립,남자학교,6,5,5,0,11,디지털컨텐츠과,,10,70.0
U08323,21,일반고,사립,여자학교,9,5,5,0,7,,,19,70.0
U07244,8,특성화고,공립,남여공학,3,3,5,0,3,,,2,90.0
U04517,0,기타,기타,기타,0,0,0,0,0,FashionandTextiles,,9,62.0
U07988,19,특목고,사립,남여공학,3,5,5,0,3,,,9,80.0
U04369,21,일반고,사립,남자학교,3,5,5,0,18,,,9,80.0
U04248,21,일반고,공립,여자학교,0,3,5,0,6,,,4,80.0
U07544,0,기타,기타,기타,0,5,5,0,5,,,3,80.0
U03781,19,특목고,사립,남여공학,9,5,5,0,9,,,9,80.0
U05116,21,일반고,사립,남여공학,5,5,5,0,17,,,2,80.0
U02792,21,일반고,공립,여자학교,3,5,7,0,3,,,5,0.0
U01664,21,일반고,공립,여자학교,3,5,5,0,3,,,19,90.0
U04925,0,기타,기타,기타,0,5,5,0,7,,,9,80.0
U05876,0,기타,기타,기타,0,5,5,0,18,,,9,70.0
U05759,0,기타,기타,기타,15,5,5,0,17,,엔터테인먼트,9,90.0
U00266,0,기타,기타,기타,0,0,0,0,0,,,9,90.0
U05185,21,일반고,사립,여자학교,3,5,5,0,3,,,9,90.0
U06240,21,일반고,사립,남자학교,10,5,5,0,10,,,7,70.0
U03464,21,일반고,공립,여자학교,7,5,5,0,3,,,9,80.0
U05014,21,일반고,사립,여자학교,3,5,5,0,3,섬유디자인공예,,9,70.0
U05398,0,기타,기타,기타,0,5,5,0,11,,베트남어,3,80.0
U02820,21,일반고,공립,여자학교,4,5,5,0,10,,,3,90.0
U01680,21,일반고,사립,남자학교,3,5,5,0,3,응용수학,,4,60.0
U01150,0,기타,기타,기타,0,5,8,0,17,,,9,80.0
U08099,18,특성화고,공립,남여공학,13,4,5,0,13,,,4,80.0
U05232,0,기타,기타,기타,0,5,5,0,5,,,3,70.0
U03117,0,기타,기타,기타,0,5,10,0,5,인터넷정보,,5,80.0
U02106,0,기타,기타,기타,0,2,5,0,3,,,9,60.0
U07495,21,일반고,사립,여자학교,3,5,5,0,5,,,3,60.0
U03604,21,일반고,공립,남여공학,10,5,5,0,10,,,9,80.0
U05705,21,일반고,공립,여자학교,3,5,5,0,17,,,18,80.0
U02370,21,자율고,사립,남여공학,15,5,5,0,15,,,15,70.0
U04895,21,일반고,공립,남자학교,14,3,5,0,8,전기공학과,,0,70.0
U00246,0,기타,기타,기타,3,5,5,0,5,,,9,90.0
U08231,8,특목고,사립,남여공학,3,5,10,0,5,산업경영학부,,2,80.0
U03110,0,기타,기타,기타,0,5,5,0,3,,중등학교정교사급디자인공예,9,80.0
U01803,21,일반고,사립,여자학교,3,5,5,0,3,,,9,60.0
U08429,21,일반고,사립,여자학교,14,3,5,0,14,,,9,70.0
U03231,21,일반고,공립,남여공학,3,5,5,0,5,,,8,90.0
U02961,0,기타,기타,기타,0,5,5,0,18,,,5,60.0
U04751,21,일반고,공립,여자학교,6,5,5,0,11,,,9,80.0
U05882,21,일반고,공립,여자학교,11,5,5,0,11,금융정보,,3,70.0
U05779,0,기타,기타,기타,0,4,5,0,13,,,4,70.0
U01570,21,일반고,공립,남여공학,3,3,6,0,3,가정학의상학과,,9,80.0
U08268,21,일반고,사립,남여공학,5,5,5,0,18,,,4,90.0
U07885,21,일반고,공립,여자학교,15,5,5,0,15,,,9,100.0
U00947,21,자율고,사립,남여공학,14,5,5,0,15,,,0,80.0
U02302,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U01652,21,일반고,사립,남여공학,3,5,5,0,5,,,3,60.0
U07145,0,기타,기타,기타,0,5,5,0,15,전통패션학과,,19,80.0
U07089,21,일반고,사립,여자학교,9,5,5,0,5,,,5,80.0
U05650,0,기타,기타,기타,0,3,5,0,3,매체공학과,,10,70.0
U06997,0,기타,기타,기타,0,0,0,0,0,스포츠건강관리과,,9,20.0
U07401,21,일반고,사립,여자학교,3,0,0,0,0,,,8,0.0
U06331,21,자율고,공립,남여공학,7,5,5,0,11,,,20,80.0
U06670,0,기타,기타,기타,0,3,6,0,3,가정관리학과,,19,0.0
U03248,0,기타,기타,기타,0,5,10,0,5,,,14,80.0
U03976,0,기타,기타,기타,0,0,0,0,0,,브랜드기획,20,80.0
U02680,21,일반고,사립,남자학교,3,5,5,0,7,,,9,80.0
U06715,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U05499,21,일반고,사립,남자학교,3,5,5,0,13,영어영문학영미통상학연계전공,,8,80.0
U06074,21,일반고,공립,남자학교,4,3,5,0,4,,,2,70.0
U01975,0,기타,기타,기타,0,5,5,0,5,,,5,20.0
U06719,0,기타,기타,기타,0,0,0,0,0,,,20,70.0
U05324,21,일반고,사립,여자학교,16,5,5,0,3,,,9,3.98
